Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score
Anxa6,,ECM-affiliated Proteins,Matrisome-associated,4,5,0.8,DOWN,1,4,-0.021561804837873837,0.12054453465491884,-0.0460005273094299,0.1599674678412403,0,0.0,-0.30139666512018165,0.7781308612431538,0.3670165165109788
Ntng1,,ECM Glycoproteins,Core matrisome,2,2,1.0,DOWN,0,2,-0.0333968150596053,0.0333968150596053,-0.0333968150596053,0.025985146969421776,0,0.0,,,0.33863379915301933
Ctsa,,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.029084206804846666,0.04188227712052626,0.050865245208397,0.041879370008981016,0,0.0,1.202867279833291,0.35210590944060693,0.3867082222945195
Serpina3n,,ECM Regulators,Matrisome-associated,4,4,1.0,UP,4,0,0.32630139284873094,0.32630139284873094,0.2166565369234057,0.3128261006320717,1,0.25,2.086151968709977,0.12824694047203716,0.5775689864845833
Itih2,,ECM Regulators,Matrisome-associated,4,4,0.75,UP,3,1,0.10524321499815599,0.2599421598963479,0.20701014151064845,0.2817707555104538,0,0.0,0.7470130447533363,0.5092736177262657,0.41972772773849926
Gpc5,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.08179396716919879,0.08179396716919879,-0.08179396716919879,0.01184344753478956,0,0.0,,,0.34347351436397866
Igfbp4,,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,0.0402138068916668,0.0402138068916668,0.0402138068916668,,0,0.0,,,0.3216684395126961
Crlf3,,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0002779362239905316,0.026044423132062868,0.0182572810547108,0.033745016304243466,0,0.0,0.014265800225881302,0.9899130691137047,0.25756300496105355
Serpinb9,,ECM Regulators,Matrisome-associated,2,2,0.5,DOWN,1,1,-0.02391774688205995,0.028714348515461348,-0.02391774688205995,0.040608221105273186,0,0.0,,,0.18816555249860498
Sema4d,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0471995821391065,0.0471995821391065,-0.0471995821391065,0.041006006951872565,0,0.0,,,0.34001407586096943
Cx3cl1,,Secreted Factors,Matrisome-associated,2,2,0.5,DOWN,1,1,0.0072324114050986,0.0276801551586447,0.0072324114050986,0.03914565083394692,0,0.0,,,0.1880621331629233
Edil3,,ECM Glycoproteins,Core matrisome,2,2,1.0,UP,2,0,0.058942434229655505,0.058942434229655505,0.058942434229655505,0.03110531635524491,0,0.0,,,0.34118836107002437
Anxa3,,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.024309827577114102,0.0251785214137191,-0.0028490003171134,0.0408198416677934,0,0.0,-1.0315046498581082,0.41071324620697824,0.3733163793705645
Serpini1,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0513300590613578,0.0513300590613578,-0.0513300590613578,0.04215819089839783,0,0.0,,,0.3404271235531946
Sdc4,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.02303531001699535,0.02303531001699535,-0.02303531001699535,0.013324353789136868,0,0.0,,,0.33759764864875835
S100a10,,Secreted Factors,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.09003211844460443,0.17034578856858137,-0.0806939003635638,0.21678515303005805,0,0.0,-0.8306114804100183,0.46711915275238836,0.4191989836004981
Clec2l,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.1570392194763949,0.1570392194763949,-0.1570392194763949,0.12673051774582378,0,0.0,,,0.3509980395946983
S100a6,,Secreted Factors,Matrisome-associated,4,4,1.0,UP,4,0,0.23204626434084274,0.23204626434084274,0.1869730750386993,0.12076065858037527,0,0.0,3.8430771588811528,0.03108490443263168,0.5875758808416756
Lama1,,ECM Glycoproteins,Core matrisome,2,2,1.0,UP,2,0,0.0614291923864671,0.0614291923864671,0.0614291923864671,0.00843276551957446,0,0.0,,,0.3414370368857055
Bdnf,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.10731777056428746,0.10731777056428746,-0.10731777056428746,0.02768073463662355,0,0.0,,,0.34602589470348755
M6pr,,Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.06561966040390814,0.06561966040390814,-0.0510815639611801,0.056958218385024094,0,0.0,-1.9954378668709916,0.18412566542103437,0.5226780094267722
Timp2,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.052504176311031645,0.052504176311031645,-0.052504176311031645,0.0048765435586949095,0,0.0,,,0.340544535278162
Sdc2,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0694464030634746,0.0694464030634746,-0.0694464030634746,0.03526977042784577,0,0.0,,,0.34223875795340625
Igfbp6,,ECM Glycoproteins,Core matrisome,2,2,0.5,DOWN,1,1,-0.042619883865309446,0.08771764735335645,-0.042619883865309446,0.1240514865465771,0,0.0,,,0.19406588238239447
S100b,,Secreted Factors,Matrisome-associated,2,2,1.0,UP,2,0,0.06443340059804209,0.06443340059804209,0.06443340059804209,0.027457555587327986,0,0.0,,,0.34173745770686303
S100a11,,Secreted Factors,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.03608690996815294,0.073296873879364,-0.00559213635807085,0.12040507058584964,0,0.0,-0.5994250872088103,0.5911381883984476,0.38469028500236446
Megf8,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.02339243102386365,0.02339243102386365,-0.02339243102386365,0.016871000239646133,0,0.0,,,0.33763336074944517
Fgf12,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.1832729468419853,0.1832729468419853,-0.1832729468419853,0.0517727394458165,0,0.0,,,0.3536214123312573
S100a5,,Secreted Factors,Matrisome-associated,2,2,0.5,DOWN,1,1,0.19065449428478123,0.21160221714163305,0.19065449428478123,0.29925072530991403,0,0.0,,,0.20645433936122215
Ptn,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.10832824796272161,0.10832824796272161,-0.10832824796272161,0.035160746650638966,0,0.0,,,0.346126942443331
Plxna1,,ECM-affiliated Proteins,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.0789449441402092,0.0789449441402092,-0.0959508809831863,0.03416411086057111,0,0.0,-4.00234780906701,0.05712951940506621,0.5494097670035959
Plxna2,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.07521656207364995,0.07521656207364995,-0.07521656207364995,0.040204979977086525,0,0.0,,,0.3428157738544238
Chl1,,Secreted Factors,Matrisome-associated,2,4,0.75,DOWN,1,3,-0.10410148941411627,0.14874053735859383,-0.13809344175757748,0.13626945098556217,0,0.0,-1.5278771384372258,0.2239979540013325,0.4303685805826517
Wnt10a,,Secreted Factors,Matrisome-associated,1,1,1.0,DOWN,0,1,-0.0892847100602214,0.0892847100602214,-0.0892847100602214,,0,0.0,,,0.3265755298295515
Ccl21c,,Secreted Factors,Matrisome-associated,1,1,1.0,DOWN,0,1,-0.0293113943490852,0.0293113943490852,-0.0293113943490852,,0,0.0,,,0.3205781982584379
S100a13,,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.04501900717583648,0.06095873009408861,-0.0208649236178088,0.08366287973738165,0,0.0,-0.9320167794799958,0.44971895945327056,0.36909325758934297
Anxa11,,ECM-affiliated Proteins,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.13929898139201524,0.13929898139201524,-0.14581514558571365,0.11583055066539391,0,0.0,-2.405220049318696,0.09542571925655959,0.5654329895820073
Pag1,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.06907771471412245,0.06907771471412245,-0.06907771471412245,0.018047448782570287,0,0.0,,,0.34220188911847105
Plxnd1,,ECM-affiliated Proteins,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.10369477808367118,0.10369477808367118,-0.07473462705666231,0.08707908035831505,0,0.0,-2.381623178770044,0.09747491773588811,0.5614627295553072
Agt,,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,0.05938670335507806,0.0939002461735506,-0.0091207592856765,0.14864358579515188,0,0.0,0.6919961393206056,0.5604808629412854,0.3502350284996862
Ovos,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.03378918158000345,0.03378918158000345,-0.03378918158000345,0.01811514819014487,0,0.0,,,0.33867303580505914
Sema5b,,ECM-affiliated Proteins,Matrisome-associated,1,1,1.0,UP,1,0,0.0745215300389201,0.0745215300389201,0.0745215300389201,,0,0.0,,,0.3250992118274214
Serpinb6,,ECM Regulators,Matrisome-associated,4,4,0.5,DOWN,2,2,0.0411076873941007,0.08352645356183855,0.006880689731188349,0.1323398114141323,0,0.0,0.6212444608291302,0.5784463446145707,0.31325161172738736
Hcfc1,,Secreted Factors,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.07198216266714495,0.11429533371840546,-0.039195030912724554,0.15939165268184166,0,0.0,-0.9032111965214018,0.4329896974292971,0.42041982918009874
Acan,,Proteoglycans,Core matrisome,2,2,1.0,UP,2,0,0.1179114095380627,0.1179114095380627,0.1179114095380627,0.09005271360789353,0,0.0,,,0.3470852586008651
Bcan,,Proteoglycans,Core matrisome,2,2,1.0,DOWN,0,2,-0.06733732997069095,0.06733732997069095,-0.06733732997069095,0.01988590329744537,0,0.0,,,0.3420278506441279
Lama3,,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.08086066783368356,0.10526598520763064,-0.0494509961281318,0.13592314488531285,0,0.0,-1.0303968845045754,0.4111265669297417,0.3812424616054029
A2m,,ECM Regulators,Matrisome-associated,2,2,1.0,UP,2,0,0.11714959127416515,0.11714959127416515,0.11714959127416515,0.04114205231010689,0,0.0,,,0.3470090767744753
Sema4a,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.06967083024728704,0.06967083024728704,-0.06967083024728704,0.002106718530080746,0,0.0,,,0.3422612006717875
Sema4b,,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.0251513861525811,0.0317481087712155,-0.0282486096114844,0.03360507564304648,0,0.0,-1.2963362784772918,0.32428277944959705,0.3912594314577904
Shh,,Secreted Factors,Matrisome-associated,1,1,1.0,UP,1,0,0.1155306239960589,0.1155306239960589,0.1155306239960589,,0,0.0,,,0.3292001212231353
Spock1,,Proteoglycans,Core matrisome,2,2,1.0,DOWN,0,2,-0.07065043524405,0.07065043524405,-0.07065043524405,0.04256501876407716,0,0.0,,,0.3423591611714638
Fstl1,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0790212631237232,0.0790212631237232,-0.0790212631237232,0.042587176100424444,0,0.0,,,0.3431962439594311
Angptl1,,Secreted Factors,Matrisome-associated,1,1,1.0,UP,1,0,0.1209005024686549,0.1209005024686549,0.1209005024686549,,0,0.0,,,0.3297371090703949
Sdc3,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.07334197468780285,0.07334197468780285,-0.07334197468780285,0.006414226696257906,0,0.0,,,0.3426283151158391
Elfn2,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.07313554716655996,0.07313554716655996,-0.07313554716655996,0.00522632487157621,0,0.0,,,0.3426076723637148
Brinp2,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0777220646417144,0.0777220646417144,-0.0777220646417144,0.0048200898350648485,0,0.0,,,0.3430663241112302
Megf10,,Secreted Factors,Matrisome-associated,2,2,1.0,UP,2,0,0.0624161876426598,0.0624161876426598,0.0624161876426598,0.04399783462643122,0,0.0,,,0.3415357364113248
Cspg5,,ECM-affiliated Proteins,Matrisome-associated,2,3,0.6666666666666666,DOWN,1,2,-0.019193215996580668,0.030304238340338466,-0.029816359907816,0.031903440910796034,0,0.0,-1.0420075176114276,0.4068174103033564,0.3569610594204214
Adam11,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.022901150662410198,0.022901150662410198,-0.022901150662410198,0.010579095837847713,0,0.0,,,0.3375842327132998
Plxna4,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0663087849315957,0.0663087849315957,-0.0663087849315957,0.018876673382968164,0,0.0,,,0.3419249961402184
Hapln4,,Proteoglycans,Core matrisome,2,2,1.0,UP,2,0,0.0384156464937702,0.0384156464937702,0.0384156464937702,0.009514931923943482,0,0.0,,,0.3391356822964358
P4htm,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.07045310526538075,0.07045310526538075,-0.07045310526538075,0.0679151706316607,0,0.0,,,0.34233942817359686
Megf9,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.09624042611367975,0.09624042611367975,-0.09624042611367975,0.045071550833873354,0,0.0,,,0.34491816025842675
Cbln4,,Secreted Factors,Matrisome-associated,2,2,1.0,UP,2,0,0.15587224531348293,0.15587224531348293,0.15587224531348293,0.024458589155840885,0,0.0,,,0.3508813421784071
Tnr,,ECM Glycoproteins,Core matrisome,2,2,1.0,DOWN,0,2,-0.0837285264397449,0.0837285264397449,-0.0837285264397449,0.006461820702381383,0,0.0,,,0.34366697029103327
Elfn1,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.05045367474306965,0.05045367474306965,-0.05045367474306965,0.0052211650593033355,0,0.0,,,0.34033948512136575
Plxnb1,,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,0.01830350733316123,0.07142658556030883,-0.0381222929386246,0.10072619426079643,0,0.0,0.3147404197130848,0.7827599296326112,0.30353184910009684
Lgi3,,ECM Glycoproteins,Core matrisome,2,2,1.0,UP,2,0,0.09379454534972585,0.09379454534972585,0.09379454534972585,0.010901227642526956,0,0.0,,,0.3446735721820314
Lgi2,,ECM Glycoproteins,Core matrisome,2,2,0.5,DOWN,1,1,-0.06563269215075125,0.08381550480904675,-0.06563269215075125,0.11853302363810128,0,0.0,,,0.1936756681279635
C1qtnf4,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.08664673610237815,0.08664673610237815,-0.08664673610237815,0.0428000143293812,0,0.0,,,0.3439587912572966
Gpc6,,ECM-affiliated Proteins,Matrisome-associated,2,2,0.5,DOWN,1,1,-0.03337244000185725,0.03360003325116815,-0.03337244000185725,0.04751762271998895,0,0.0,,,0.18865412097217565
Spon1,,ECM Glycoproteins,Core matrisome,3,3,1.0,DOWN,0,3,-0.10154879009648456,0.10154879009648456,-0.0816206212103596,0.05621783444345678,0,0.0,-3.1286808827750945,0.08876720627813739,0.5453426142246092
Lgalsl,,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.0418522326100109,0.0684831711644055,-0.0284422342050119,0.08926233961290547,0,0.0,-0.8121027703854775,0.5020220604274788,0.35938508150153303
Cspg4,,ECM-affiliated Proteins,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.1696039353313137,0.1696039353313137,-0.08666530834233566,0.18254483870724666,0,0.0,-1.858216715766073,0.16011299381071756,0.5555260300651056
S100a1,,Secreted Factors,Matrisome-associated,3,3,1.0,UP,3,0,0.06435540658889644,0.06435540658889644,0.0654488989806363,0.027577750598055204,0,0.0,4.0419117417641095,0.056108478017298805,0.548155021526018
Creld1,,ECM Glycoproteins,Core matrisome,3,3,1.0,DOWN,0,3,-0.09534902397215812,0.09534902397215812,-0.0759736879012998,0.039228782347604435,0,0.0,-4.209902629872625,0.05205644223319426,0.5520647904211652
Egln1,,ECM Regulators,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.09491260247231065,0.12270094086987954,-0.0608087138448871,0.15797502252151055,0,0.0,-1.201615305475104,0.31572048618116605,0.4447142321448724
Plxdc1,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.055375662471803554,0.055375662471803554,-0.055375662471803554,0.04573803409255559,0,0.0,,,0.3408316838942392
Cd209d,,ECM-affiliated Proteins,Matrisome-associated,1,1,1.0,DOWN,0,1,-0.1219277406058043,0.1219277406058043,-0.1219277406058043,,0,0.0,,,0.32983983288410984
Vwa5a,,ECM Glycoproteins,Core matrisome,4,4,0.75,DOWN,1,3,-0.13729575924966564,0.16863141620775346,-0.0755933921344778,0.22908167480490146,0,0.0,-1.1986620873676976,0.3167114472597269,0.44910908746294753
Col25a1,,Collagens,Core matrisome,2,2,0.5,DOWN,1,1,-0.028022938274496798,0.049798548124161596,-0.028022938274496798,0.07042578214367858,0,0.0,,,0.190273972459475
Creld2,,ECM Glycoproteins,Core matrisome,3,3,1.0,DOWN,0,3,-0.06926867178344306,0.06926867178344306,-0.0506574919715604,0.03242530887135442,0,0.0,-3.7000991841816364,0.06590351848926426,0.5466873399510797
Cap2,,ECM Regulators,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.08171225669181673,0.08171225669181673,-0.09433410687695179,0.06638207314216482,0,0.0,-2.4618772154590762,0.09071611292959574,0.5606162383773802
Lman1,,ECM-affiliated Proteins,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.09428589716223203,0.09428589716223203,-0.0847445323602121,0.07720413166922512,0,0.0,-2.1152749314230994,0.168681471697923,0.5286334718472268
S100a16,,Secreted Factors,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0120967723710774,0.0120967723710774,-0.0120967723710774,0.0024284859894222574,0,0.0,,,0.33650379488416654
Serpinb9b,,ECM Regulators,Matrisome-associated,2,2,1.0,UP,2,0,0.08335670605724775,0.08335670605724775,0.08335670605724775,0.021548728497592335,0,0.0,,,0.34362978825278356
Spock2,,Proteoglycans,Core matrisome,2,2,1.0,DOWN,0,2,-0.07361146355637875,0.07361146355637875,-0.07361146355637875,0.013005920019252411,0,0.0,,,0.3426552640026967
Hapln2,,Proteoglycans,Core matrisome,2,2,1.0,UP,2,0,0.3973284483517803,0.3973284483517803,0.3973284483517803,0.09867139779475455,0,0.0,,,0.3750269624822368
C1ql3,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.11258789032870606,0.11258789032870606,-0.11258789032870606,0.06268900654008135,0,0.0,,,0.3465529066799294
Try4,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0195758053842876,0.0195758053842876,-0.0195758053842876,0.02299018415785711,0,0.0,,,0.33725169818548756
Hapln1,,Proteoglycans,Core matrisome,2,2,1.0,UP,2,0,0.06434021261052719,0.06434021261052719,0.06434021261052719,0.04069521210553517,0,0.0,,,0.3417281389081115
Sema7a,,ECM-affiliated Proteins,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.08754848153027296,0.08754848153027296,-0.0877110642128233,0.03633915265049883,0,0.0,-4.172866098292379,0.05291222554573232,0.551113579514469
Plxnc1,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.04112602717818975,0.04112602717818975,-0.04112602717818975,0.0027009795934639616,0,0.0,,,0.3394067203648778
Mmp17,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0562843479906579,0.0562843479906579,-0.0562843479906579,0.030537887891819458,0,0.0,,,0.34092255244612457
Htra1,,ECM Regulators,Matrisome-associated,4,4,1.0,UP,4,0,0.29395103249847976,0.29395103249847976,0.3534229079120156,0.14864672347580019,0,0.0,3.955028750382584,0.028848477752992794,0.5942136429933671
Adam22,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.0641333973719202,0.0641333973719202,-0.0641333973719202,0.011315456759581306,0,0.0,,,0.3417074573842508
Adam23,,ECM Regulators,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.036513036156590246,0.036513036156590246,-0.036513036156590246,0.0272138798464615,0,0.0,,,0.3389454212627178
Sema4f,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.061663645456298544,0.061663645456298544,-0.061663645456298544,0.01342784630660347,0,0.0,,,0.34146048219268865
Colec12,,ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,DOWN,0,2,-0.1013777679798612,0.1013777679798612,-0.1013777679798612,0.10934629046001274,0,0.0,,,0.3454318944450449
Col4a5,,Collagens,Core matrisome,1,1,1.0,UP,1,0,0.0251508222083473,0.0251508222083473,0.0251508222083473,,0,0.0,,,0.32016214104436413
Il16,,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.2432674387134417,0.24406835542495461,-0.133198705417623,0.3143063785923988,1,0.3333333333333333,-1.3405759232944154,0.3120404675846642,0.41493991849615086
Crp,,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,0.3098326496628298,0.3098326496628298,0.3098326496628298,,0,0.0,,,0.3486303237898124
Coch,,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,0.0738537281562266,0.0738537281562266,0.0738537281562266,,0,0.0,,,0.3250324316391521
Parm1,,ECM-affiliated Proteins,Matrisome-associated,1,1,1.0,DOWN,0,1,-0.1814968812123231,0.1814968812123231,-0.1814968812123231,,0,0.0,,,0.3357967469447617
Cbln1,,Secreted Factors,Matrisome-associated,1,1,1.0,DOWN,0,1,-0.0822684895144296,0.0822684895144296,-0.0822684895144296,,0,0.0,,,0.3258739077749723
Slit3,,ECM Glycoproteins,Core matrisome,1,1,1.0,DOWN,0,1,-0.0562463135969146,0.0562463135969146,-0.0562463135969146,,0,0.0,,,0.32327169018322083
PGCA,Aggrecan core protein ,Proteoglycans,Core matrisome,1,2,1.0,UP,2,0,0.9103430069257117,0.9103430069257117,0.9103430069257117,1.2518301045891722,1,0.5,,,0.4086813595161006
CO2A1,Collagen alpha-1(II) chain ,Collagens,Core matrisome,1,1,1.0,DOWN,0,1,-2.810348435516705,2.810348435516705,-2.810348435516705,,1,1.0,,,0.5176470588235293
FINC,Fibronectin ,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,0.5117791239521587,0.5117791239521587,0.5117791239521587,,1,1.0,,,0.36882497121874525
CO6A3,Collagen alpha-3(VI) chain ,Collagens,Core matrisome,1,2,0.5,DOWN,1,1,-0.04805395862091266,0.5563223011698826,-0.04805395862091266,0.7867585433650575,2,1.0,,,0.22327928894051766
PGS1,Biglycan ,Proteoglycans,Core matrisome,1,1,1.0,DOWN,0,1,-0.9718058217987596,0.9718058217987596,-0.9718058217987596,,1,1.0,,,0.41482764100340536
TENA,Tenascin ,ECM Glycoproteins,Core matrisome,1,3,1.0,DOWN,0,3,-2.740813453889599,2.740813453889599,-3.1171407155901054,1.1645518786390676,3,1.0,-4.076441971613051,0.055238922472988575,0.7065992743289317
PGBM,Basement membrane-specific heparan sulfate proteoglycan core protein ,Proteoglycans,Core matrisome,1,1,1.0,DOWN,0,1,-0.206160970254572,0.206160970254572,-0.206160970254572,,0,0.0,,,0.3382631558489866
CSPG2,Versican core protein ,Proteoglycans,Core matrisome,1,2,0.5,DOWN,1,1,0.2257493164308706,0.4158681731574416,0.2257493164308706,0.5881264106385766,1,0.5,,,0.20923387613927358
PGS2,Decorin ,Proteoglycans,Core matrisome,1,3,1.0,UP,3,0,1.79333329886667,1.79333329886667,1.8994007778732092,0.519875569766356,3,1.0,5.9747842929763895,0.02688805666500678,0.6916027773771951
HPLN1,Hyaluronan and proteoglycan link protein 1 ,Proteoglycans,Core matrisome,1,1,1.0,UP,1,0,2.048720904954968,2.048720904954968,2.048720904954968,,1,1.0,,,0.5176470588235293
CO6A2,Collagen alpha-2(VI) chain ,Collagens,Core matrisome,1,1,1.0,DOWN,0,1,-0.0119515252545905,0.0119515252545905,-0.0119515252545905,,0,0.0,,,0.31884221134898844
CO6A1,Collagen alpha-1(VI) chain ,Collagens,Core matrisome,1,2,0.5,DOWN,1,1,0.43823441728709217,0.4840428248411179,0.43823441728709217,0.6845399276596934,1,0.5,,,0.2160513413076412
COBA2,Collagen alpha-2(XI) chain ,Collagens,Core matrisome,1,1,1.0,DOWN,0,1,-1.0070260417284564,1.0070260417284564,-1.0070260417284564,,1,1.0,,,0.41834966299637505
CO1A2,Collagen alpha-2(I) chain ,Collagens,Core matrisome,1,1,1.0,DOWN,0,1,-2.4999630974081564,2.4999630974081564,-2.4999630974081564,,1,1.0,,,0.5176470588235293
COCA1,Collagen alpha-1(XII) chain ,Collagens,Core matrisome,1,1,1.0,DOWN,0,1,-0.3500912437638955,0.3500912437638955,-0.3500912437638955,,0,0.0,,,0.3526561831999189
TSP4,Thrombospondin-4 ,ECM Glycoproteins,Core matrisome,1,1,1.0,DOWN,0,1,-1.3309942682180127,1.3309942682180127,-1.3309942682180127,,1,1.0,,,0.4507464856453307
TSP1,Thrombospondin-1 ,ECM Glycoproteins,Core matrisome,1,1,1.0,DOWN,0,1,-0.0919907696548887,0.0919907696548887,-0.0919907696548887,,0,0.0,,,0.3268461357890183
COEA1,Collagen alpha-1(XIV) chain ,Collagens,Core matrisome,1,1,1.0,UP,1,0,0.2221576903269111,0.2221576903269111,0.2221576903269111,,0,0.0,,,0.3398628278562205
COBA1,Collagen alpha-1(XI) chain ,Collagens,Core matrisome,1,1,1.0,DOWN,0,1,-0.5585853980867355,0.5585853980867355,-0.5585853980867355,,1,1.0,,,0.37350559863220295
TSP3,Thrombospondin-3 ,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,0.4802261262812798,0.4802261262812798,0.4802261262812798,,0,0.0,,,0.3656696714516574
CILP1,Cartilage intermediate layer protein 1 ,ECM Glycoproteins,Core matrisome,1,1,1.0,UP,1,0,1.8289140118965357,1.8289140118965357,1.8289140118965357,,1,1.0,,,0.500538460013183
Lgals3,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (IgE-binding protein) (L-34 galactoside-binding lectin) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),ECM-affiliated Proteins,Matrisome-associated,1,1,1.0,UP,1,0,0.5239407837268543,0.5239407837268543,0.5239407837268543,,1,1.0,,,0.37004113719621484
Sulf2,Extracellular sulfatase Sulf-2 (mSulf-2) (EC 3.1.6.-),ECM Regulators,Matrisome-associated,1,1,1.0,UP,1,0,0.4346948038918914,0.4346948038918914,0.4346948038918914,,0,0.0,,,0.3611165392127185
Clec10a,C-type lectin domain family 10 member A (MMGL) (Macrophage asialoglycoprotein-binding protein 1) (M-ASGP-BP-1) (Macrophage galactose/N-acetylgalactosamine-specific lectin),ECM-affiliated Proteins,Matrisome-associated,1,1,1.0,UP,1,0,0.3228695264402894,0.3228695264402894,0.3228695264402894,,0,0.0,,,0.3499340114675583
Masp2,Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain],ECM Regulators,Matrisome-associated,1,1,1.0,UP,1,0,0.199603328380402,0.199603328380402,0.199603328380402,,0,0.0,,,0.3376073916615696
Mbl1,Mannose-binding protein A (MBP-A) (Mannan-binding protein) (Ra-reactive factor polysaccharide-binding component p28B) (RaRF p28B),ECM-affiliated Proteins,Matrisome-associated,2,2,1.0,UP,2,0,0.41264933828429234,0.41264933828429234,0.41264933828429234,0.11443429121508343,0,0.0,,,0.376559051475488
