Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,Abundance_Young,Abundance_Old,N_Profiles_Young,N_Profiles_Old
P00558,Phosphoglycerate kinase 1,PGK1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PGK1,,,Level 4: Unmatched,0,31.896299999999997,30.762149999999995,12.0,12.0
P00558,Phosphoglycerate kinase 1,PGK1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PGK1,,,Level 4: Unmatched,0,32.337741666666666,32.200383333333335,12.0,12.0
P00568,Adenylate kinase isoenzyme 1,AK1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AK1,,,Level 4: Unmatched,0,28.130359999999996,27.363966666666666,5.0,6.0
P00568,Adenylate kinase isoenzyme 1,AK1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AK1,,,Level 4: Unmatched,0,27.23613333333333,26.931649999999998,3.0,2.0
P00568,Adenylate kinase isoenzyme 1,AK1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AK1,,,Level 4: Unmatched,0,26.96206,26.7870625,10.0,8.0
P00568,Adenylate kinase isoenzyme 1,AK1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AK1,,,Level 4: Unmatched,0,28.428933333333333,28.788083333333336,12.0,12.0
P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,22.675539999999998,30.11418333333333,5.0,6.0
P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,23.68565,31.50356666666667,2.0,3.0
P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,23.947481818181817,30.962799999999998,11.0,12.0
P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,26.150924999999997,30.010324999999998,12.0,12.0
P00736,Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain,C1R,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1R,,,Level 4: Unmatched,0,29.6126,30.061733333333333,6.0,6.0
P00736,Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain,C1R,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1R,,,Level 4: Unmatched,0,29.95556666666667,30.680433333333337,3.0,3.0
P00736,Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain,C1R,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1R,,,Level 4: Unmatched,0,29.906291666666664,30.4456,12.0,12.0
P00736,Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain,C1R,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1R,,,Level 4: Unmatched,0,28.720541666666662,29.3849,12.0,12.0
P00738,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain,HP,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HP,,,Level 4: Unmatched,0,28.12888333333333,34.07931666666667,6.0,6.0
P00738,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain,HP,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HP,,,Level 4: Unmatched,0,28.1289,34.14126666666667,2.0,3.0
P00738,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain,HP,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HP,,,Level 4: Unmatched,0,28.74759999999999,33.99453333333333,12.0,12.0
P00738,Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain,HP,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HP,,,Level 4: Unmatched,0,29.812025000000006,33.425774999999994,12.0,12.0
P00739,Haptoglobin-related protein,HPR,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HPR,,,Level 4: Unmatched,0,26.5956,27.9274,1.0,4.0
P00739,Haptoglobin-related protein,HPR,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HPR,,,Level 4: Unmatched,0,,30.0967,0.0,2.0
P00739,Haptoglobin-related protein,HPR,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HPR,,,Level 4: Unmatched,0,25.1354,28.07732727272727,3.0,11.0
P00739,Haptoglobin-related protein,HPR,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HPR,,,Level 4: Unmatched,0,26.55095,26.819927272727274,2.0,11.0
P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F9,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,29.27305,0.0,2.0
P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F9,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,28.574550000000002,0.0,2.0
P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F9,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,27.705845454545454,0.0,11.0
P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F9,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,27.0937,26.80645,1.0,10.0
P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F10,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,27.14695,0.0,4.0
P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F10,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,28.4878,0.0,2.0
P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F10,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,26.71745,27.624788888888887,2.0,9.0
P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F10,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,27.185,26.549444444444443,1.0,9.0
P00746,Complement factor D,CFD,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFD,,,Level 4: Unmatched,0,27.60241666666667,29.528750000000002,6.0,6.0
P00746,Complement factor D,CFD,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFD,,,Level 4: Unmatched,0,27.745449999999998,28.489266666666666,2.0,3.0
P00746,Complement factor D,CFD,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFD,,,Level 4: Unmatched,0,27.49535454545455,28.720058333333338,11.0,12.0
P00746,Complement factor D,CFD,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFD,,,Level 4: Unmatched,0,28.999133333333333,29.709125000000004,12.0,12.0
P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",PLG,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,22.450499999999998,31.846033333333338,2.0,6.0
P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",PLG,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,24.44375,33.201933333333336,2.0,3.0
P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",PLG,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,23.59628181818182,32.49910833333333,11.0,12.0
P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",PLG,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,26.424958333333333,32.226683333333334,12.0,12.0
P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,F12,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F12,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,28.564983333333334,0.0,6.0
P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,F12,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F12,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,25.733649999999997,29.583233333333336,2.0,3.0
P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,F12,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F12,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,26.7874,30.03621,1.0,10.0
P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,F12,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F12,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,26.1359,28.222827272727272,4.0,11.0
P00750,Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B,PLAT,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLAT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,23.5475,0.0,1.0
P00751,Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment,CFB,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFB,,,Level 4: Unmatched,0,31.74045,33.0828,6.0,6.0
P00751,Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment,CFB,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFB,,,Level 4: Unmatched,0,32.090599999999995,33.678,3.0,3.0
P00751,Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment,CFB,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFB,,,Level 4: Unmatched,0,32.121091666666665,33.40358333333334,12.0,12.0
P00751,Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment,CFB,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CFB,,,Level 4: Unmatched,0,30.968766666666664,32.27254166666667,12.0,12.0
P00813,Adenosine deaminase,ADA,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ADA,,,Level 4: Unmatched,0,,23.0788,0.0,1.0
P00915,Carbonic anhydrase 1,CA1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA1,,,Level 4: Unmatched,0,26.616500000000002,27.45398,2.0,5.0
P00915,Carbonic anhydrase 1,CA1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA1,,,Level 4: Unmatched,0,25.7806,25.148733333333336,1.0,3.0
P00915,Carbonic anhydrase 1,CA1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA1,,,Level 4: Unmatched,0,26.204185714285718,25.20545555555556,7.0,9.0
P00915,Carbonic anhydrase 1,CA1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA1,,,Level 4: Unmatched,0,29.233258333333335,29.55693333333333,12.0,12.0
P00918,Carbonic anhydrase 2,CA2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA2,,,Level 4: Unmatched,0,25.4687,24.7655,2.0,1.0
P00918,Carbonic anhydrase 2,CA2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA2,,,Level 4: Unmatched,0,24.5109,27.040149999999997,1.0,2.0
P00918,Carbonic anhydrase 2,CA2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA2,,,Level 4: Unmatched,0,24.99356,26.01468,5.0,5.0
P00918,Carbonic anhydrase 2,CA2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CA2,,,Level 4: Unmatched,0,27.790770000000002,28.48369166666667,10.0,12.0
P00966,Argininosuccinate synthase,ASS1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASS1,,,Level 4: Unmatched,0,25.89705,24.9645,2.0,3.0
P00966,Argininosuccinate synthase,ASS1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASS1,,,Level 4: Unmatched,0,25.7674,,1.0,0.0
P00966,Argininosuccinate synthase,ASS1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASS1,,,Level 4: Unmatched,0,26.341475000000003,25.8367,4.0,1.0
P00966,Argininosuccinate synthase,ASS1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ASS1,,,Level 4: Unmatched,0,25.909299999999998,25.855154545454546,6.0,11.0
P01008,Antithrombin-III,SERPINC1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINC1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,23.5993,32.32141666666667,3.0,6.0
P01008,Antithrombin-III,SERPINC1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINC1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,23.6706,33.965333333333334,1.0,3.0
P01008,Antithrombin-III,SERPINC1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINC1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,24.0709875,33.04870833333333,8.0,12.0
P01008,Antithrombin-III,SERPINC1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINC1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,29.050700000000003,31.41454166666667,12.0,12.0
P01009,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,34.08388333333334,35.74551666666666,6.0,6.0
P01009,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,34.5644,36.69133333333334,3.0,3.0
P01009,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,34.504691666666666,36.107816666666665,12.0,12.0
P01009,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,33.65318333333334,34.99028333333333,12.0,12.0
P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,SERPINA3,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,32.274966666666664,33.469166666666666,6.0,6.0
P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,SERPINA3,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,32.37370000000001,34.48693333333333,3.0,3.0
P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,SERPINA3,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,32.68385833333333,34.05506666666667,12.0,12.0
P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,SERPINA3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,31.530224999999998,32.69965,12.0,12.0
P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,AGT,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,29.3299,29.88083333333333,6.0,6.0
P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,AGT,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,29.114066666666663,31.169633333333334,3.0,3.0
P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,AGT,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,29.388075000000004,30.79776666666667,12.0,12.0
P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,AGT,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,28.3931,28.732209090909087,11.0,11.0
P01023,Alpha-2-macroglobulin,A2M,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,A2M,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,31.590500000000002,34.47805,6.0,6.0
P01023,Alpha-2-macroglobulin,A2M,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,A2M,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,33.15006666666667,36.547200000000004,3.0,3.0
P01023,Alpha-2-macroglobulin,A2M,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,A2M,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,32.77595,35.747975,12.0,12.0
P01023,Alpha-2-macroglobulin,A2M,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,A2M,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,31.250225,33.51998333333334,12.0,12.0
P01024,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C3,,,Level 4: Unmatched,0,33.23815,35.57151666666667,6.0,6.0
P01024,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C3,,,Level 4: Unmatched,0,33.25553333333333,36.35316666666666,3.0,3.0
P01024,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C3,,,Level 4: Unmatched,0,33.489425,36.00044166666667,12.0,12.0
P01024,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C3,,,Level 4: Unmatched,0,33.54513333333333,34.66767500000001,12.0,12.0
P01031,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C5,,,Level 4: Unmatched,0,23.14514,28.855116666666664,5.0,6.0
P01031,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C5,,,Level 4: Unmatched,0,22.070466666666665,30.914999999999996,3.0,3.0
P01031,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C5,,,Level 4: Unmatched,0,22.772555555555556,30.465491666666665,9.0,12.0
P01031,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C5,,,Level 4: Unmatched,0,24.193041666666662,29.153791666666663,12.0,12.0
P01033,Metalloproteinase inhibitor 1,TIMP1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TIMP1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,30.83055,31.61515,6.0,6.0
P01033,Metalloproteinase inhibitor 1,TIMP1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TIMP1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,31.534633333333332,32.005500000000005,3.0,3.0
P01033,Metalloproteinase inhibitor 1,TIMP1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TIMP1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,30.8899,31.962175000000002,12.0,12.0
