Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,N_Profiles_Young,N_Profiles_Old
P01717;P01718,Ig lambda chain V-IV region Hil;Ig lambda chain V-IV region Kern,IGLV3-25,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.030450000000002,,0.09804687063888398,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGLV3-25,,,Level 4: Unmatched,0,0.0,2.0
P01721,Ig lambda chain V-VI region AR,IGLV6-57,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.92356666666667,,0.05927895418513551,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGLV6-57,,,Level 4: Unmatched,0,0.0,3.0
P01743,Ig heavy chain V-I region HG3,IGHV1-46,Intervertebral_disc_IAF,IAF,Homo sapiens,,29.661966666666668,,1.0086069582246617,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV1-46,,,Level 4: Unmatched,0,0.0,3.0
P01764,Ig heavy chain V-III region 23,IGHV3-23,Intervertebral_disc_IAF,IAF,Homo sapiens,,30.5009,,1.282522072306053,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV3-23,,,Level 4: Unmatched,0,0.0,1.0
P01780;P01763;P01762,Ig heavy chain V-III region JON;Ig heavy chain V-III region WEA;Ig heavy chain V-III region TRO,IGHV3-7,Intervertebral_disc_IAF,IAF,Homo sapiens,,28.187133333333335,,0.5083807245486001,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV3-7,,,Level 4: Unmatched,0,0.0,3.0
P01833,Polymeric immunoglobulin receptor;Secretory component,PIGR,Intervertebral_disc_IAF,IAF,Homo sapiens,,28.441850000000002,,0.5965548057520589,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PIGR,,,Level 4: Unmatched,0,0.0,2.0
P01834,Ig kappa chain C region,IGKC,Intervertebral_disc_IAF,IAF,Homo sapiens,27.9381,32.329433333333334,0.33705626122420346,1.8550979410267652,1.5180416798025618,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGKC,,,Level 4: Unmatched,0,5.0,6.0
P01859,Ig gamma-2 chain C region,IGHG2,Intervertebral_disc_IAF,IAF,Homo sapiens,26.111766666666664,32.16085,-0.33004213672611565,1.8036402144804475,2.1336823512065632,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHG2,,,Level 4: Unmatched,0,3.0,6.0
P01860,Ig gamma-3 chain C region,IGHG3,Intervertebral_disc_IAF,IAF,Homo sapiens,24.1094,31.509249999999998,-1.1151705228920306,1.6022581159949105,2.717428638886941,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHG3,,,Level 4: Unmatched,0,2.0,6.0
P01861,Ig gamma-4 chain C region,IGHG4,Intervertebral_disc_IAF,IAF,Homo sapiens,,29.608780000000003,,0.9909895133944702,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHG4,,,Level 4: Unmatched,0,0.0,5.0
P01871,Ig mu chain C region,IGHM,Intervertebral_disc_IAF,IAF,Homo sapiens,22.34945,32.515950000000004,-1.8587869061536162,1.9117271591359413,3.7705140652895572,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHM,,,Level 4: Unmatched,0,2.0,6.0
P01876,Ig alpha-1 chain C region,IGHA1,Intervertebral_disc_IAF,IAF,Homo sapiens,25.3972,31.397849999999995,-0.603362929908282,1.567425457441328,2.17078838734961,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHA1,,,Level 4: Unmatched,0,1.0,6.0
P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.229533333333336,,-0.5758085446524969,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HLA-DRA,,,Level 4: Unmatched,0,0.0,3.0
P02042,Hemoglobin subunit delta,HBD,Intervertebral_disc_IAF,IAF,Homo sapiens,28.905166666666663,28.903299999999998,0.6734356752431568,0.7543672994073741,0.08093162416421729,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HBD,,,Level 4: Unmatched,0,6.0,6.0
P02144,Myoglobin,MB,Intervertebral_disc_IAF,IAF,Homo sapiens,29.95806,27.4401,1.027517306198134,0.24527533111239785,-0.7822419750857361,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MB,,,Level 4: Unmatched,0,5.0,5.0
P02452,Collagen alpha-1(I) chain,COL1A1,Intervertebral_disc_IAF,IAF,Homo sapiens,33.26948333333333,33.248200000000004,2.067408425748195,2.1310427472530966,0.06363432150490178,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL1A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02458,Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin,COL2A1,Intervertebral_disc_IAF,IAF,Homo sapiens,38.063383333333334,35.89568333333333,3.4072108824636924,2.8866384361396262,-0.5205724463240662,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL2A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02461,Collagen alpha-1(III) chain,COL3A1,Intervertebral_disc_IAF,IAF,Homo sapiens,31.943433333333335,30.075083333333335,1.6635825157096225,1.1444153279874831,-0.5191671877221393,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL3A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02462,Collagen alpha-1(IV) chain;Arresten,COL4A1,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.4634,,-0.8766226480647868,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL4A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,0.0,1.0
P02511,Alpha-crystallin B chain,CRYAB,Intervertebral_disc_IAF,IAF,Homo sapiens,28.59438,27.676516666666668,0.5665342891431271,0.32928152476447226,-0.23725276437865483,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CRYAB,,,Level 4: Unmatched,0,5.0,6.0
P02545,Prelamin-A/C;Lamin-A/C,LMNA,Intervertebral_disc_IAF,IAF,Homo sapiens,30.956433333333337,29.40973333333333,1.3523123489685458,0.9247849328512769,-0.42752741611726885,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LMNA,,,Level 4: Unmatched,0,6.0,6.0
P02549,"Spectrin alpha chain, erythrocytic 1",SPTA1,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.344949999999997,,-0.5312544705758955,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPTA1,,,Level 4: Unmatched,0,0.0,2.0
P02585,"Troponin C, skeletal muscle",TNNC2,Intervertebral_disc_IAF,IAF,Homo sapiens,26.565099999999997,24.8171,-0.16035276107935192,-0.7366371951120353,-0.5762844340326834,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNNC2,,,Level 4: Unmatched,0,4.0,3.0
P02647,Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I,APOA1,Intervertebral_disc_IAF,IAF,Homo sapiens,27.677616666666665,35.91875,0.2445283844773408,2.892980590014771,2.64845220553743,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOA1,,,Level 4: Unmatched,0,6.0,6.0
P02649,Apolipoprotein E,APOE,Intervertebral_disc_IAF,IAF,Homo sapiens,25.78856,31.82043333333333,-0.4527648033056568,1.6989304649028518,2.151695268208509,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOE,,,Level 4: Unmatched,0,5.0,6.0
P02652,Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II,APOA2,Intervertebral_disc_IAF,IAF,Homo sapiens,,30.7084,,1.3491462545163901,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOA2,,,Level 4: Unmatched,0,0.0,5.0
P02654,Apolipoprotein C-I;Truncated apolipoprotein C-I,APOC1,Intervertebral_disc_IAF,IAF,Homo sapiens,26.6996,30.10666666666667,-0.11054397126667416,1.1547236570082233,1.2652676282748976,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOC1,,,Level 4: Unmatched,0,1.0,6.0
P02655,Apolipoprotein C-II;Proapolipoprotein C-II,APOC2,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.9067,,0.05314765111099134,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOC2,,,Level 4: Unmatched,0,0.0,1.0
P02656,Apolipoprotein C-III,APOC3,Intervertebral_disc_IAF,IAF,Homo sapiens,,29.445925000000003,,0.9368547552727124,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOC3,,,Level 4: Unmatched,0,0.0,4.0
P02671,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,FGA,Intervertebral_disc_IAF,IAF,Homo sapiens,25.78385,33.80161666666667,-0.4545641315173616,2.2937070345683654,2.748271166085727,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGA,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02675,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,FGB,Intervertebral_disc_IAF,IAF,Homo sapiens,26.83705,33.84285,-0.05989196912407124,2.305722900934596,2.365614870058667,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGB,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02679,Fibrinogen gamma chain,FGG,Intervertebral_disc_IAF,IAF,Homo sapiens,27.006083333333333,34.46378333333333,0.0020570691873752394,2.4849704291689654,2.4829133599815902,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGG,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02730,Band 3 anion transport protein,SLC4A1,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.9118,,-0.6994827797600064,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLC4A1,,,Level 4: Unmatched,0,0.0,2.0
P02741,C-reactive protein;C-reactive protein(1-205),CRP,Intervertebral_disc_IAF,IAF,Homo sapiens,24.4352,30.571866666666665,-0.9832498080937015,1.305357330127541,2.2886071382212423,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CRP,,,Level 4: Unmatched,0,1.0,3.0
P02743,Serum amyloid P-component;Serum amyloid P-component(1-203),APCS,Intervertebral_disc_IAF,IAF,Homo sapiens,,31.5736,,1.6223247874958646,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APCS,,,Level 4: Unmatched,0,0.0,6.0
P02745,Complement C1q subcomponent subunit A,C1QA,Intervertebral_disc_IAF,IAF,Homo sapiens,,29.859450000000002,,1.0737546186875258,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QA,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
P02746,Complement C1q subcomponent subunit B,C1QB,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.6668,,0.3258425601184132,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QB,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,0.0,4.0
P02747,Complement C1q subcomponent subunit C,C1QC,Intervertebral_disc_IAF,IAF,Homo sapiens,28.0775,29.04006666666667,0.38623184072087685,0.8006728546121258,0.41444101389124893,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QC,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,1.0,3.0
P02748,Complement component C9;Complement component C9a;Complement component C9b,C9,Intervertebral_disc_IAF,IAF,Homo sapiens,22.580166666666667,31.679216666666672,-1.7581711198295982,1.6551741377671756,3.4133452575967738,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C9,,,Level 4: Unmatched,0,3.0,6.0
P02749,Beta-2-glycoprotein 1,APOH,Intervertebral_disc_IAF,IAF,Homo sapiens,27.965225,32.62545,0.34664357498357595,1.9448263458286354,1.5981827708450596,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOH,,,Level 4: Unmatched,0,4.0,6.0
P02750,Leucine-rich alpha-2-glycoprotein,LRG1,Intervertebral_disc_IAF,IAF,Homo sapiens,,28.909916666666664,,0.7566123974455577,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LRG1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,0.0,6.0
P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,Intervertebral_disc_IAF,IAF,Homo sapiens,38.28476666666666,40.36436666666666,3.4650401906644697,4.0467649122005565,0.5817247215360868,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FN1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
P02753,Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176),RBP4,Intervertebral_disc_IAF,IAF,Homo sapiens,28.22156666666667,29.351433333333333,0.4368065569702827,0.9053118014268546,0.46850524445657193,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RBP4,,,Level 4: Unmatched,0,6.0,6.0
P02760,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,AMBP,Intervertebral_disc_IAF,IAF,Homo sapiens,25.4069,30.329233333333335,-0.5996033894807618,1.2270707017686437,1.8266740912494055,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AMBP,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,4.0,6.0
P02763,Alpha-1-acid glycoprotein 1,ORM1,Intervertebral_disc_IAF,IAF,Homo sapiens,28.504083333333337,33.68645,0.535264386231288,2.2600705827905525,1.7248061965592645,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ORM1,,,Level 4: Unmatched,0,6.0,6.0
P02765,Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B,AHSG,Intervertebral_disc_IAF,IAF,Homo sapiens,26.0918,31.089133333333336,-0.3375810437570891,1.470266120186053,1.807847163943142,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AHSG,,,Level 4: Unmatched,0,4.0,6.0
P02766,Transthyretin,TTR,Intervertebral_disc_IAF,IAF,Homo sapiens,25.7343,32.6301,-0.4735125669172379,1.9462295408527486,2.4197421077699865,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TTR,,,Level 4: Unmatched,0,3.0,6.0
P02774,Vitamin D-binding protein,GC,Intervertebral_disc_IAF,IAF,Homo sapiens,27.2993,32.6975,0.10863648212287097,1.9665465660388424,1.8579100839159715,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GC,,,Level 4: Unmatched,0,3.0,6.0
P02775,Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63),PPBP,Intervertebral_disc_IAF,IAF,Homo sapiens,25.23885,25.111033333333335,-0.6649325894481397,-0.6217573138970922,0.0431752755510475,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PPBP,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,2.0,3.0
P02787,Serotransferrin,TF,Intervertebral_disc_IAF,IAF,Homo sapiens,32.32135,36.85118333333333,1.7803034181492328,3.1460889694977467,1.365785551348514,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TF,,,Level 4: Unmatched,0,6.0,6.0
P02788,Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C,LTF,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.737959999999998,,-0.38099217318023143,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LTF,,,Level 4: Unmatched,0,0.0,5.0
P02790,Hemopexin,HPX,Intervertebral_disc_IAF,IAF,Homo sapiens,25.2522,33.33266666666667,-0.6597275181853248,2.1560390523767667,2.815766570562092,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HPX,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,5.0,6.0
P02792,Ferritin light chain,FTL,Intervertebral_disc_IAF,IAF,Homo sapiens,30.322483333333334,30.860433333333333,1.1472711342778485,1.397685007606762,0.2504138733289134,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FTL,,,Level 4: Unmatched,0,6.0,6.0
P02794,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",FTH1,Intervertebral_disc_IAF,IAF,Homo sapiens,29.42973333333333,29.67838333333334,0.8513757222472004,1.014038610404697,0.16266288815749663,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FTH1,,,Level 4: Unmatched,0,6.0,6.0
P02795,Metallothionein-2,MT2A,Intervertebral_disc_IAF,IAF,Homo sapiens,19.8627,,-3.011124586823329,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MT2A,,,Level 4: Unmatched,0,1.0,0.0
P03950,Angiogenin,ANG,Intervertebral_disc_IAF,IAF,Homo sapiens,33.8545,33.232166666666664,2.2406214388983683,2.1262910259175545,-0.11433041298081381,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANG,,,Level 4: Unmatched,0,6.0,6.0
P03951,Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain,F11,Intervertebral_disc_IAF,IAF,Homo sapiens,24.5935,27.1572,-0.9197608107406818,0.14382953331069437,1.0635903440513763,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F11,,,Level 4: Unmatched,0,1.0,3.0
P03952,Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain,KLKB1,Intervertebral_disc_IAF,IAF,Homo sapiens,26.6451,28.2956,-0.13069750794022872,0.5460218275045116,0.6767193354447403,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KLKB1,,,Level 4: Unmatched,0,1.0,5.0
P03973,Antileukoproteinase,SLPI,Intervertebral_disc_IAF,IAF,Homo sapiens,32.73993333333333,30.540216666666666,1.908049143644041,1.2951795176416976,-0.6128696260023434,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLPI,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,6.0,6.0
P04003,C4b-binding protein alpha chain,C4BPA,Intervertebral_disc_IAF,IAF,Homo sapiens,23.487466666666666,29.05104,-1.3718215601907502,0.8043789926027612,2.1762005527935115,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C4BPA,,,Level 4: Unmatched,0,3.0,5.0
P04004,Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B,VTN,Intervertebral_disc_IAF,IAF,Homo sapiens,24.055975,33.416533333333334,-1.1369662467499169,2.180797029630972,3.317763276380889,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VTN,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,4.0,6.0
P04040,Catalase,CAT,Intervertebral_disc_IAF,IAF,Homo sapiens,24.495625,26.09325,-0.9589687942420909,-0.24704043318314128,0.7119283610589496,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CAT,,,Level 4: Unmatched,0,4.0,4.0
P04062,Glucosylceramidase,GBA,Intervertebral_disc_IAF,IAF,Homo sapiens,25.74405,25.930420000000005,-0.46978129167713956,-0.30821133245816884,0.16156995921897072,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GBA,,,Level 4: Unmatched,0,2.0,5.0
P04075,Fructose-bisphosphate aldolase A,ALDOA,Intervertebral_disc_IAF,IAF,Homo sapiens,30.1661,28.7401,1.0960532825415552,0.6988341816269015,-0.39721910091465373,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ALDOA,,,Level 4: Unmatched,0,6.0,6.0
P04083,Annexin A1,ANXA1,Intervertebral_disc_IAF,IAF,Homo sapiens,32.91356666666666,31.300449999999998,1.9605751584640816,1.5368720517593233,-0.4237031067047583,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA1,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,6.0,6.0
P04114,Apolipoprotein B-100;Apolipoprotein B-48,APOB,Intervertebral_disc_IAF,IAF,Homo sapiens,25.54856666666667,29.807216666666665,-0.5448528280696515,1.0565640365841238,1.6014168646537752,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOB,,,Level 4: Unmatched,0,6.0,6.0
P04156,Major prion protein,PRNP,Intervertebral_disc_IAF,IAF,Homo sapiens,25.0387,,-0.7432887514310503,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRNP,,,Level 4: Unmatched,0,1.0,0.0
P04179,"Superoxide dismutase [Mn], mitochondrial",SOD2,Intervertebral_disc_IAF,IAF,Homo sapiens,27.32184,26.119600000000002,0.11678363734148907,-0.23717601157738757,-0.35395964891887666,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SOD2,,,Level 4: Unmatched,0,5.0,5.0
P04180,Phosphatidylcholine-sterol acyltransferase,LCAT,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.19045,,0.1558054592797008,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LCAT,,,Level 4: Unmatched,0,0.0,2.0
P04196,Histidine-rich glycoprotein,HRG,Intervertebral_disc_IAF,IAF,Homo sapiens,25.054033333333333,31.187083333333334,-0.7372646800570545,1.5011938242760454,2.2384585043331,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,3.0,6.0
P04217,Alpha-1B-glycoprotein,A1BG,Intervertebral_disc_IAF,IAF,Homo sapiens,22.7012,29.933066666666665,-1.7057813384110154,1.0979333596192036,2.8037146980302188,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,A1BG,,,Level 4: Unmatched,0,2.0,6.0
P04229;Q30154;P13760;Q30134;P79483;P13761,"HLA class II histocompatibility antigen, DRB1-1 beta chain;HLA class II histocompatibility antigen, DR beta 5 chain;HLA class II histocompatibility antigen, DRB1-4 beta chain;HLA class II histocompatibility antigen, DRB1-8 beta chain;HLA class II histocompatibility antigen, DR beta 3 chain;HLA class II histocompatibility antigen, DRB1-7 beta chain",HLA-DRB1;HLA-DRB5;HLA-DRB3,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.894399999999997,,-0.7062992687530771,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HLA-DRB1;HLA-DRB5;HLA-DRB3,,,Level 4: Unmatched,0,0.0,2.0
P04264,"Keratin, type II cytoskeletal 1",KRT1,Intervertebral_disc_IAF,IAF,Homo sapiens,31.004949999999997,30.283199999999997,1.367836356880144,1.2121494543819458,-0.15568690249819817,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT1,,,Level 4: Unmatched,0,6.0,6.0
P04271,Protein S100-B,S100B,Intervertebral_disc_IAF,IAF,Homo sapiens,26.1182,26.128533333333333,-0.32761425579665326,-0.23383389222314147,0.0937803635735118,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100B,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,3.0,3.0
P04275,von Willebrand factor;von Willebrand antigen 2,VWF,Intervertebral_disc_IAF,IAF,Homo sapiens,25.09565,28.6618,-0.7209324167284864,0.6720822658644134,1.3930146825929,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VWF,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,2.0,3.0
P04278,Sex hormone-binding globulin,SHBG,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.146500000000003,,-0.22711557295631743,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SHBG,,,Level 4: Unmatched,0,0.0,4.0
P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,Intervertebral_disc_IAF,IAF,Homo sapiens,32.28813333333333,31.44875,1.7700975328221424,1.5833557544206267,-0.18674177840151573,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GAPDH,,,Level 4: Unmatched,0,6.0,6.0
P04433;A0A0A0MRZ8,Ig kappa chain V-III region VG,IGKV3D-11,Intervertebral_disc_IAF,IAF,Homo sapiens,,28.223,,0.5208429637982824,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGKV3D-11,,,Level 4: Unmatched,0,0.0,2.0
P04439;P13746;P30455;P30443;P05534;P30447,"HLA class I histocompatibility antigen, A-3 alpha chain;HLA class I histocompatibility antigen, A-11 alpha chain;HLA class I histocompatibility antigen, A-36 alpha chain;HLA class I histocompatibility antigen, A-1 alpha chain;HLA class I histocompatibility antigen, A-24 alpha chain;HLA class I histocompatibility antigen, A-23 alpha chain",HLA-A,Intervertebral_disc_IAF,IAF,Homo sapiens,24.534,24.7653,-0.9435781514530377,-0.7570180112838717,0.186560140169166,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HLA-A,,,Level 4: Unmatched,0,1.0,2.0
P04632,Calpain small subunit 1,CAPNS1,Intervertebral_disc_IAF,IAF,Homo sapiens,26.637349999999998,25.036099999999998,-0.13356660399675185,-0.6509207117743231,-0.5173541077775712,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CAPNS1,,,Level 4: Unmatched,0,2.0,4.0
P04792,Heat shock protein beta-1,HSPB1,Intervertebral_disc_IAF,IAF,Homo sapiens,27.865579999999994,26.647925,0.3113799163599398,-0.04138861583621024,-0.35276853219615,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HSPB1,,,Level 4: Unmatched,0,5.0,4.0
P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,Intervertebral_disc_IAF,IAF,Homo sapiens,26.95625,24.476533333333332,-0.016167400670965355,-0.8713901410954661,-0.8552227404245007,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPN1,,,Level 4: Unmatched,0,2.0,3.0
P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,Intervertebral_disc_IAF,IAF,Homo sapiens,25.74695,24.5282,-0.46867173894713454,-0.8508315512754925,-0.38215981232835794,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RPN2,,,Level 4: Unmatched,0,2.0,2.0
P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,Intervertebral_disc_IAF,IAF,Homo sapiens,27.493379999999995,26.562760000000004,0.17857570074372747,-0.07269490344260487,-0.25127060418633235,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GNAI2,,,Level 4: Unmatched,0,5.0,5.0
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,Intervertebral_disc_IAF,IAF,Homo sapiens,27.81146,25.838549999999998,0.29217618525749045,-0.3428878625094851,-0.6350640477669756,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP1A1,,,Level 4: Unmatched,0,5.0,6.0
P05026,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,Intervertebral_disc_IAF,IAF,Homo sapiens,25.50215,24.5795,-0.5627594419790162,-0.8304599866916491,-0.26770054471263294,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP1B1,,,Level 4: Unmatched,0,2.0,1.0
