Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young,Data_Quality,Abundance_Young_Original,Abundance_Old_Original,Compartment_Annotation,Matrisome_Category_Simplified
Angelidis_2019,Lung,Lung,28.1187425,4.813460171887443,28.196692499999997,4.817454037876673,Plxnb2,PLXNB2;MKIAA0315,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,B2RXS4,Plexin-B2,Mus musculus,Angelidis_2019,Lung,Lung,-0.0262335335941948,-0.2437324820921195,-0.2554499132163267,Original,28.1966925,28.1187425,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,29.3273775,4.87417616370124,30.781225,4.94397874261125,Col14a1,COL14A1,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,B7ZNH7,Collagen alpha-1(XIV) chain,Mus musculus,Angelidis_2019,Lung,Lung,-0.781150876041531,0.0747781074186554,0.497308421153375,Original,30.781225,29.3273775,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,29.77002,4.895788285690424,30.36735,4.924449112425783,Hmcn1,HMCN1,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,D3YXG0,Hemicentin-1,Mus musculus,Angelidis_2019,Lung,Lung,-0.3112031402111838,0.1914273221257609,0.3767652066117661,Enriched_UniProt,30.36735,29.77002,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,26.1366125,4.708000264094865,28.450545,4.830384384019091,Mfap5,MFAP5,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,D3Z3L7,Microfibrillar-associated protein 5,Mus musculus,Angelidis_2019,Lung,Lung,-1.2530560015896337,-0.7660815740735634,-0.1815140717921667,Original,28.450545,26.1366125,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,26.776065,4.742872053230292,26.703337500000004,4.738948162410187,Adamtsl5,ADAMTSL5,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,D3Z689,,Mus musculus,Angelidis_2019,Lung,Lung,0.0564390912681974,-0.59756718160674,-0.6903972092641266,Original,26.703337500000004,26.776065,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,15.327670982,,28.113433333333333,4.813187747485204,Cilp2,CILP2,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),0.0,3.0,D3Z7H8,Cartilage intermediate layer protein 2,Mus musculus,Angelidis_2019,Lung,Lung,-6.998662750587459,-3.614553060407872,-0.2796995721472968,Enriched_UniProt,28.113433333333333,,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,34.375519999999995,5.1033096322883,34.0489575,5.089538721829421,Fga,FGA,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,E9PV24,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,Mus musculus,Angelidis_2019,Lung,Lung,0.1957114161471353,1.405110956963302,1.4490522563985269,Enriched_UniProt,34.0489575,34.375519999999995,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,29.780320000000003,4.896287351155687,28.992655000000003,4.857615549016095,Itih4,ITIH4,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,E9PVD2,"Inter alpha-trypsin inhibitor, heavy chain 4",Mus musculus,Angelidis_2019,Lung,Lung,0.4487057517686677,0.1941416726715935,-0.0236217563946395,Original,28.992655000000003,29.780320000000003,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,28.366306666666663,4.826106416788005,27.4617725,4.779352841072764,Colq,COLQ,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,4.0,E9PVR3,Acetylcholinesterase collagenic tail peptide,Mus musculus,Angelidis_2019,Lung,Lung,0.5128286684205496,-0.1784921004494047,-0.469499129117067,Original,27.4617725,28.366306666666663,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,26.2753575,4.715638488379036,26.2753575,,Itih3,ITIH3,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,0.0,E9PVS1,Inter-alpha-trypsin inhibitor heavy chain H3,Mus musculus,Angelidis_2019,Lung,Lung,0.0165355003227706,-0.729518218104497,-0.8150485773330322,Original,,26.2753575,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,36.642700000000005,5.195453906539907,36.541345,5.191457832003239,Col6a3,COL6A3,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,E9PWQ3,Collagen alpha-3(VI) chain,Mus musculus,Angelidis_2019,Lung,Lung,0.0721462178680483,2.002579041477685,2.1749728873458505,Enriched_UniProt,36.541345,36.642700000000005,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,37.7612425,5.238834330961504,37.7188975,5.237215602434622,Hspg2,HSPG2,1.0,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,E9PZ16,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,Mus musculus,Angelidis_2019,Lung,Lung,0.0397690441484814,2.297347628410758,2.5179410870233068,Original,37.7188975,37.7612425,Pulmonary ECM,Proteoglycans
Angelidis_2019,Lung,Lung,26.6004125,4.733376713060822,27.490845,4.780879347266554,Ltbp4,LTBP4,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,E9QPS5,Latent-transforming growth factor beta-binding protein 4,Mus musculus,Angelidis_2019,Lung,Lung,-0.4720204688019183,-0.6438567407573859,-0.4610316145178253,Original,27.490845,26.6004125,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,31.1921475,4.963110976901982,30.0965225,4.911524895432595,Col18a1,COL18A1,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,E9QPX1,Collagen alpha-1(XVIII) chain;Endostatin,Mus musculus,Angelidis_2019,Lung,Lung,0.6176749844186888,0.5661994149283729,0.2978853094537657,Original,30.0965225,31.1921475,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,26.512680000000003,4.72861060542776,27.49566,4.781132012048199,Matn4,MATN4,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,4.0,F2Z469,Matrilin-4,Mus musculus,Angelidis_2019,Lung,Lung,-0.5227987518863367,-0.6669768144721577,-0.459629221094647,Original,27.49566,26.512680000000003,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,37.61648,5.233292948423127,37.3771525,5.2240847594598,Lamc1,LAMC1,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,F8VQJ3,Laminin subunit gamma-1,Mus musculus,Angelidis_2019,Lung,Lung,0.1478479565737385,2.2591984856058143,2.418406104592569,Original,37.3771525,37.61648,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,29.3791825,4.876722347159884,29.434402500000004,4.879431437026353,Anxa6,ANXA6,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,F8WIT2,Annexin,Mus musculus,Angelidis_2019,Lung,Lung,-0.013762204011997,0.0884302365474702,0.105039466597132,Original,29.4344025,29.3791825,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,28.9842625,4.857197871818434,29.131612500000003,4.86451365497764,Itih1,ITIH1,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,F8WJ05,Inter-alpha-trypsin inhibitor heavy chain H1,Mus musculus,Angelidis_2019,Lung,Lung,-0.0643114162604901,-0.0156427069049325,0.0168503275308587,Original,29.131612500000003,28.9842625,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,25.96857,4.698694666827823,25.252455,4.6583517458866535,Adamtsl3,ADAMTSL3,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,G3UXC7,,Mus musculus,Angelidis_2019,Lung,Lung,0.4094482228814463,-0.8103656761704444,-1.112974172047977,Original,25.252455,25.96857,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,30.730575,4.94160285634761,29.6726775,4.891063208482996,Serpina3n,SERPINA3N,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,G3X8T9,,Mus musculus,Angelidis_2019,Lung,Lung,0.5969749366046757,0.4445615928588798,0.1744382813235618,Original,29.6726775,30.730575,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,25.54593,4.675021552917607,25.551035,4.6753098267204924,Hcfc2,HCFC2,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,G5E837,Host cell factor 2,Mus musculus,Angelidis_2019,Lung,Lung,0.0137345263888883,-0.921743648470464,-1.0260112170547218,Enriched_UniProt,25.551035,25.54593,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,35.61667,5.15448073207188,35.9102725,5.1663246956177815,Lamc2,LAMC2,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,G5E874,Laminin subunit gamma-2,Mus musculus,Angelidis_2019,Lung,Lung,-0.1445561645984119,1.7321901977359917,1.9911697879588144,Enriched_UniProt,35.9102725,35.61667,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,33.3959975,5.061603301391583,33.096707499999994,5.048615798032067,Tinagl1,TINAGL1,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,H3BJ97,Tubulointerstitial nephritis antigen-like,Mus musculus,Angelidis_2019,Lung,Lung,0.1807477410028125,1.146978196523578,1.1717045643483968,Original,33.096707499999994,33.3959975,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,28.1246325,4.813762339878673,26.624575,4.7346865911071125,Cxcl12,CXCL12,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,2.0,H7BX38,Stromal cell-derived factor 1,Mus musculus,Angelidis_2019,Lung,Lung,0.8395760403471509,-0.2421802952265904,-0.7133371909864676,Original,26.624575,28.1246325,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,34.2448425,5.09781481989616,34.0038675,5.087626938478388,Agrn,AGRN,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,M0QWP1,Agrin,Mus musculus,Angelidis_2019,Lung,Lung,0.1487518947825657,1.3706736226474885,1.4359195628468957,Enriched_UniProt,34.0038675,34.2448425,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,25.742424999999997,4.686076060282948,24.92710333333333,4.639643338349046,Angpt1,ANGPT1,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,3.0,O08538,Angiopoietin-1,Mus musculus,Angelidis_2019,Lung,Lung,0.4638802086602245,-0.8699614824021975,-1.207734512142136,Original,24.92710333333333,25.742425,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,29.97123,4.905506387230252,30.1750125,4.915282463504255,Lgals9,LGALS9,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O08573,Galectin-9;Galectin,Mus musculus,Angelidis_2019,Lung,Lung,-0.0952743861965929,0.2444520282739883,0.320745924154753,Enriched_UniProt,30.1750125,29.97123,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,25.28767666666667,4.660362588770617,26.207955,4.711932879821848,Sema3a,SEMA3A,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,4.0,O08665,Semaphorin-3A,Mus musculus,Angelidis_2019,Lung,Lung,-0.4883960615936219,-0.9898009374312512,-0.8346799008440942,Original,26.207955,25.28767666666667,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,30.27481,4.920046000705632,29.439432499999995,4.879677955911129,Kng1,KNG1,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O08677,Kininogen-1;Kininogen-1 heavy chain;Bradykinin;Kininogen-1 light chain,Mus musculus,Angelidis_2019,Lung,Lung,0.4748842961017473,0.3244542164976309,0.1065044798720174,Enriched_UniProt,29.4394325,30.27481,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,25.28053333333333,4.65995499468556,24.66272,4.624260015232785,Inhbe,INHBE,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,4.0,O08717,Inhibin beta E chain,Mus musculus,Angelidis_2019,Lung,Lung,0.3555127858607763,-0.9916834142013876,-1.2847375127370628,Original,24.66272,25.28053333333333,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,31.1124,4.959417783059172,31.09974,4.958830614076726,Serpinb9,SERPINB9,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O08797,Leukocyte elastase inhibitor,Mus musculus,Angelidis_2019,Lung,Lung,0.0234816962097343,0.5451836217095678,0.5900775470481998,Enriched_UniProt,31.09974,31.1124,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,25.2951175,4.660787035604935,25.3466725,4.663724458177399,Serpinb8,SERPINB8,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O08800,Serpin B8,Mus musculus,Angelidis_2019,Lung,Lung,-0.0117513187098045,-0.9878400607303032,-1.0855328423806276,Enriched_UniProt,25.3466725,25.2951175,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,30.9071225,4.949867438238371,31.060145,4.956992659650974,Serpinb6b,SERPINB6B,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O08804,,Mus musculus,Angelidis_2019,Lung,Lung,-0.0674237619294294,0.4910870106249158,0.5785453004042246,Original,31.060145,30.9071225,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,26.40065,4.722501544934443,28.011705,4.8079578940863765,Ltbp2,LTBP2,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O08999,Latent-transforming growth factor beta-binding protein 2,Mus musculus,Angelidis_2019,Lung,Lung,-0.8674063333795893,-0.6964999884187119,-0.3093284705102334,Original,28.011705,26.40065,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,28.3653075,4.826055598815827,28.35846,4.825707284351685,Ntn1,NTN1,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O09118,Netrin-1,Mus musculus,Angelidis_2019,Lung,Lung,0.0202925363682664,-0.1787554100209613,-0.2083342999070906,Original,28.35846,28.3653075,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,28.35791,4.8256793036373855,28.281355000000005,4.821779338264864,Col15a1,COL15A1,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35206,Collagen alpha-1(XV) chain;Restin,Mus musculus,Angelidis_2019,Lung,Lung,0.0585391358777828,-0.1807048671241445,-0.2307915262610145,Enriched_UniProt,28.281355,28.35791,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,32.1152575,5.005186958901105,32.1990275,5.008945210490776,Tnxb,TNXB,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35452,,Mus musculus,Angelidis_2019,Lung,Lung,-0.0294268084806207,0.8094658355460866,0.9102506644276224,Original,32.1990275,32.1152575,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,28.13113,4.814095600353807,27.8755625,4.800929012306768,Adam10,ADAM10,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35598,Disintegrin and metalloproteinase domain-containing protein 10,Mus musculus,Angelidis_2019,Lung,Lung,0.1567584005867132,-0.2404680143846938,-0.3489806712610174,Enriched_UniProt,27.8755625,28.13113,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,26.8247525,4.745492954828345,25.8904525,4.694348275026937,Angpt2,ANGPT2,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35608,Angiopoietin-2,Mus musculus,Angelidis_2019,Lung,Lung,0.5291603673993851,-0.5847366046941025,-0.9271541309256336,Original,25.8904525,26.8247525,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,28.348695,4.825210418754617,28.1308325,4.814080343090974,Hyal2,HYAL2,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35632,Hyaluronidase-2;Hyaluronidase,Mus musculus,Angelidis_2019,Lung,Lung,0.1360706979075703,-0.1831332885105367,-0.2746319756982596,Original,28.1308325,28.348695,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,33.9483975,5.08527156999454,33.8348575,5.080438407345697,Anxa3,ANXA3,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35639,Annexin A3;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,0.0788317942410828,1.2925517151174888,1.386694534300409,Original,33.8348575,33.9483975,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,26.72812,4.740286459888398,26.8718775,4.748025218817971,Anxa8,ANXA8,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O35640,Annexin A8;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,-0.0623403097262137,-0.6102020881038163,-0.6413090706260299,Original,26.8718775,26.72812,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,30.33917152101175,,26.2474425,4.714104951101571,Sdc4,SDC4,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,4.0,O35988,Syndecan-4;Syndecan,Mus musculus,Angelidis_2019,Lung,Lung,2.2615553499531615,0.3414153553023666,-0.8231789641259746,Original,26.2474425,,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,28.572337500000003,4.836547162723096,28.68091,4.84201889408965,Il16,IL16,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O54824,Pro-interleukin-16;Interleukin-16,Mus musculus,Angelidis_2019,Lung,Lung,-0.043035262152531,-0.1241969640497486,-0.1144190850984124,Original,28.68091,28.572337500000003,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,30.123490000000004,4.912817020076903,30.615365,4.936183978062473,Col5a1,COL5A1,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O88207,Collagen alpha-1(V) chain,Mus musculus,Angelidis_2019,Lung,Lung,-0.2533428647562274,0.2845769811000378,0.4490008462482199,Enriched_UniProt,30.615365,30.123490000000004,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,34.0290125,5.088693380717935,34.69604749999999,5.116699418298074,Nid2,NID2;NID-2,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O88322,Nidogen-2,Mus musculus,Angelidis_2019,Lung,Lung,-0.3494483680390455,1.3137961198992565,1.6375205347379491,Enriched_UniProt,34.69604749999999,34.0290125,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,27.8479825,4.799500907455335,27.5790825,4.785502557006923,Sema3f,SEMA3F,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,O88632,Semaphorin-3F,Mus musculus,Angelidis_2019,Lung,Lung,0.1640735788381326,-0.3150856426541892,-0.4353319904933856,Original,27.5790825,27.8479825,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,33.8211325,5.079853064061005,33.097265,5.048640099413445,Col4a1,COL4A1,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P02463,Collagen alpha-1(IV) chain;Arresten,Mus musculus,Angelidis_2019,Lung,Lung,0.4137018076850522,1.2590136741257176,1.1718669390801582,Enriched_UniProt,33.097265,33.8211325,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,34.27507,5.099087707311988,35.340245,5.143240136448081,Lamb1,LAMB1,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P02469,Laminin subunit beta-1,Mus musculus,Angelidis_2019,Lung,Lung,-0.567896901248817,1.3786394509119666,1.825146357630536,Enriched_UniProt,35.340245,34.27507,Pulmonary ECM,ECM Glycoproteins
Angelidis_2019,Lung,Lung,26.25424,4.71447852844722,26.2849225,4.71616357607714,Ctsl,CTSL,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P06797,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,Mus musculus,Angelidis_2019,Lung,Lung,-0.00029914859522,-0.7350832955463992,-0.8122627220697505,Enriched_UniProt,26.2849225,26.25424,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,30.421225,4.927006343473829,30.0436725,4.908989271710783,S100a4,S100A4,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P07091,Protein S100-A4;Protein S100,Mus musculus,Angelidis_2019,Lung,Lung,0.2236882351263064,0.3630388412712137,0.2824924761380932,Original,30.0436725,30.421225,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,35.582265,5.153086443611099,35.50565,5.149976713262312,Anxa2,ANXA2,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P07356,Annexin A2;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,0.0585720562374374,1.7231234763253769,1.8733214114541656,Enriched_UniProt,35.50565,35.582265,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,27.6647125,4.789975025825899,26.77691,4.742917581132698,Serpina1a,SERPINA1A,1.0,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P07758,Alpha-1-antitrypsin 1-1,Mus musculus,Angelidis_2019,Lung,Lung,0.5036484603492991,-0.3633826353274444,-0.6689688416365527,Enriched_UniProt,26.77691,27.6647125,Pulmonary ECM,ECM Regulators
Angelidis_2019,Lung,Lung,30.452095,4.92846957891852,31.166602500000003,4.961928988908927,Col3a1,COL3A1,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P08121,Collagen alpha-1(III) chain,Mus musculus,Angelidis_2019,Lung,Lung,-0.3754952309335128,0.3711739870333319,0.6095515927921772,Enriched_UniProt,31.166602500000003,30.452095,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,35.560297500000004,5.152195488795745,34.87765,5.124230931803775,Col4a2,COL4A2,1.0,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P08122,Collagen alpha-2(IV) chain;Canstatin,Mus musculus,Angelidis_2019,Lung,Lung,0.3910855206028562,1.7173343990811498,1.6904131934363336,Enriched_UniProt,34.87765,35.560297500000004,Pulmonary ECM,Collagens
Angelidis_2019,Lung,Lung,32.32058000000001,5.014381182692904,32.4475825,5.020039089438931,S100a10,S100A10,1.0,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P08207,Protein S100-A10,Mus musculus,Angelidis_2019,Lung,Lung,-0.0531472992928727,0.8635743054438049,0.9826435818311618,Original,32.4475825,32.32058000000001,Pulmonary ECM,Secreted Factors
Angelidis_2019,Lung,Lung,34.219522500000004,5.096747723455532,34.1546575,5.094010419932446,Anxa1,ANXA1,1.0,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P10107,Annexin A1;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,0.0521251524718951,1.3640010638299704,1.4798379230298715,Enriched_UniProt,34.1546575,34.219522500000004,Pulmonary ECM,ECM-affiliated Proteins
Angelidis_2019,Lung,Lung,36.362367500000005,5.184374229219031,36.0811825,5.173174716156103,Nid1,NID1,1.0,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4.0,4.0,P10493,Nidogen-1,Mus musculus,Angelidis_2019,Lung,Lung,0.1708140224772625,1.928703247847657,2.040948201241342,Enriched_UniProt,36.0811825,36.362367500000005,Pulmonary ECM,ECM Glycoproteins
