Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young,Data_Quality,Abundance_Old_log2,Abundance_Young_log2
Schuler_2021_EDL,Skeletal muscle,EDL,13.955669904,13.955669904,14.14717408,14.14717408,Copa,Copa,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q8CIE6,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2020055315588498,-0.2105748305923987,-0.0085692990335489,,3.902620628917549,3.9209767584831567
Schuler_2021_EDL,Skeletal muscle,EDL,14.700848312,14.700848312,14.949491908,14.949491908,Fgb,Fgb,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,Q8K0E8,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2955496131571641,0.6702740836095449,0.965823696766709,,3.9727706044789564,3.9954385606653267
Schuler_2021_EDL,Skeletal muscle,EDL,14.62274521,14.62274521,14.865102932,14.865102932,Gsn,Gsn,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P13020,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2853844177338848,0.577951182336614,0.8633356000704988,,3.965576079280545,3.987784976307062
Schuler_2021_EDL,Skeletal muscle,EDL,13.421866588,13.421866588,13.570893894,13.570893894,Lman2,Lman2,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9DBH5,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1331189818378295,-0.8415647603167148,-0.7084457784788852,,3.85018599614949,3.86501748134143
Schuler_2021_EDL,Skeletal muscle,EDL,13.992690444,13.992690444,14.185268976,14.185268976,Gpx7,Gpx7,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q99LJ6,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2045100731575236,-0.1668141658816602,0.0376959072758634,,3.9061873935786258,3.9246005580127243
Schuler_2021_EDL,Skeletal muscle,EDL,14.06854016,14.06854016,14.266788578,14.266788578,Tnc,Tnc,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,Q80YX1,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2138541400707224,-0.0771549121192716,0.1366992279514508,,3.9134677503138184,3.932324713023826
Schuler_2021_EDL,Skeletal muscle,EDL,13.624695432,13.624695432,13.787260194,13.787260194,Pecam1,Pecam1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q08481,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1561331501728651,-0.6018079918862549,-0.4456748417133898,,3.8703346749120504,3.8862828673589522
Schuler_2021_EDL,Skeletal muscle,EDL,14.21365985,14.21365985,14.420986256,14.420986256,Fga,Fga,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,E9PV24,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2295821622687378,0.0943859162159261,0.3239680784846639,,3.9272953493502545,3.9468231312907145
Schuler_2021_EDL,Skeletal muscle,EDL,15.105339452,15.105339452,15.023200336,15.023200336,Alb,Alb,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P07724,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.0930681246686391,1.1484086855360511,1.055340560867412,,4.009467163590457,4.0020904228933425
Schuler_2021_EDL,Skeletal muscle,EDL,14.939851238,14.939851238,15.199444906,15.199444906,Apoa1,Apoa1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q00623,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.3165938081932592,0.9527909488300778,1.269384757023337,,3.9945662600249596,4.017872473115681
Schuler_2021_EDL,Skeletal muscle,EDL,15.012341682,15.012341682,14.92627135,14.92627135,Cd151,Cd151,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,O35566,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1008563605631337,1.0384793265419263,0.9376229659787926,,4.001112401240537,3.993336638303313
Schuler_2021_EDL,Skeletal muscle,EDL,13.14555816,13.14555816,12.917559068,12.917559068,Serpina3m,Serpina3m,100.0,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3.0,3.0,Q03734,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.3337238710163315,-1.1681791337013046,-1.501903004717636,,3.8222771990712854,3.7988343010966656
Schuler_2021_EDL,Skeletal muscle,EDL,13.363662136,13.363662136,13.49478681,13.49478681,Adck1,Adck1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9D0L4,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1094904300757928,-0.9103661745760492,-0.8008757445002562,,3.84435171813415,3.8574622092168123
Schuler_2021_EDL,Skeletal muscle,EDL,14.795122154,14.795122154,14.698694672,14.698694672,Rbmx,Rbmx,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9WV02,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1204745093510704,0.7817118419662598,0.6612373326151894,,3.9814071893186864,3.972572700595176
Schuler_2021_EDL,Skeletal muscle,EDL,13.699197542,13.699197542,13.851092604,13.851092604,Sra1,Sra1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q80VJ2,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1455895646955297,-0.5137416952857036,-0.3681521305901738,,3.877665492549195,3.892497169777818
Schuler_2021_EDL,Skeletal muscle,EDL,14.285707848,14.285707848,14.481610442,14.481610442,Col6a1,Col6a1,100.0,exact_gene,Collagens,Core matrisome,LFQ,3.0,3.0,Q04857,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.218043195321709,0.1795512942346658,0.3975944895563749,,3.9341114567395894,3.952483647496343
Schuler_2021_EDL,Skeletal muscle,EDL,13.978466018,13.978466018,14.147921542,14.147921542,Hnrnpa2b1,Hnrnpa2b1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,O88569,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.17596682741724,-0.1836283543534846,-0.0076615269362446,,3.904817976257908,3.9210479488655428
Schuler_2021_EDL,Skeletal muscle,EDL,16.146123776,16.146123776,16.481034428,16.481034428,Serpina1e,Serpina1e,100.0,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3.0,3.0,Q00898,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.447157231624165,2.3786828478998694,2.8258400795240344,,4.09981055809537,4.127718652723018
Schuler_2021_EDL,Skeletal muscle,EDL,14.852285208,14.852285208,14.770571186,14.770571186,Ogn,Ogn,100.0,exact_gene,Proteoglycans,Core matrisome,LFQ,3.0,3.0,Q62000,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.100752869249251,0.8492822566586393,0.7485293874093882,,3.986618923933812,3.9791630081728293
Schuler_2021_EDL,Skeletal muscle,EDL,13.009182212,13.009182212,13.09638553,13.09638553,Ccs,Ccs,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9WU84,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0446611238054923,-1.3293842953504065,-1.284723171544914,,3.808300835586324,3.8172533818784387
Schuler_2021_EDL,Skeletal muscle,EDL,14.05102802,14.05102802,13.911975366,13.911975366,Asah1,Asah1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9WV54,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1963562955859485,-0.0978553904728415,-0.29421168605879,,3.9117901246434057,3.8983994767183874
Schuler_2021_EDL,Skeletal muscle,EDL,13.891827302,13.891827302,13.740615142,13.740615142,Col4a2,Col4a2,100.0,exact_gene,Collagens,Core matrisome,LFQ,3.0,3.0,P08122,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.2162830763674895,-0.2860409016000921,-0.5023239779675817,,3.896448885596299,3.8817248258193406
Schuler_2021_EDL,Skeletal muscle,EDL,14.74970222,14.74970222,14.665199332,14.665199332,Serpina1d,Serpina1d,100.0,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3.0,3.0,Q00897,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1074643911936564,0.7280225521029068,0.6205581609092503,,3.9772526466878193,3.969491222301931
Schuler_2021_EDL,Skeletal muscle,EDL,13.763763276,13.763763276,13.606250306,13.606250306,Prkacb,Prkacb,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P68181,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.2280855502359708,-0.4374208356392283,-0.6655063858751992,,3.8839886054188755,3.8685139541198312
Schuler_2021_EDL,Skeletal muscle,EDL,15.718042288,15.718042288,15.713890852,15.713890852,Hspd1,Hspd1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P63038,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.021502314055557,1.872662933948266,1.8941652480038231,,4.063334010083824,4.0629757145503005
Schuler_2021_EDL,Skeletal muscle,EDL,14.065635422,14.065635422,13.933545926,13.933545926,F2,F2,100.0,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3.0,3.0,P19221,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1874263329035564,-0.0805884996814879,-0.2680148325850444,,3.913189617526727,3.9004848646769514
Schuler_2021_EDL,Skeletal muscle,EDL,14.37445333,14.37445333,14.266815968,14.266815968,Serpinf2,Serpinf2,100.0,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3.0,3.0,Q61247,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1477216823451579,0.284454174700344,0.1367324923551861,,3.942463208290826,3.9323273013469384
Schuler_2021_EDL,Skeletal muscle,EDL,13.383902862,13.383902862,13.488659572,13.488659572,Rap2b,Rap2b,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P61226,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0781232246885975,-0.8864403316794333,-0.8083171069908357,,3.846383278014201,3.856852224062381
Schuler_2021_EDL,Skeletal muscle,EDL,13.199207504,13.199207504,13.288272118,13.288272118,Mcam,Mcam,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q8R2Y2,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0530799771671663,-1.1047621507309031,-1.051682173563737,,3.827738506169806,3.836759556631502
Schuler_2021_EDL,Skeletal muscle,EDL,14.633685576,14.633685576,14.55229167,14.55229167,Lrpap1,Lrpap1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P55302,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1074484979018609,0.5908834001902367,0.4834349022883757,,3.966586022643966,3.9590552757156052
Schuler_2021_EDL,Skeletal muscle,EDL,14.469920502,14.469920502,14.654490872,14.654490872,Arhgdia,Arhgdia,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q99PT1,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.210250503913419,0.3973025260419079,0.607553029955327,,3.951393877862737,3.9685046836331934
Schuler_2021_EDL,Skeletal muscle,EDL,14.38332125,14.38332125,14.287051364,14.287051364,Txn1,Txn1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P10639,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1336288020148801,0.2949366277872427,0.1613078257723626,,3.9432951088256463,3.9342382548384043
Schuler_2021_EDL,Skeletal muscle,EDL,14.695280782,14.695280782,14.893672718,14.893672718,Phospho1,Phospho1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q8R2H9,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2343399172900565,0.6636929042535172,0.8980328215435738,,3.9722589332483316,3.9903806368044448
Schuler_2021_EDL,Skeletal muscle,EDL,15.824107698,15.824107698,16.105859746,16.105859746,Cfl1,Cfl1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P18760,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.3721616328885457,1.9980390857930803,2.3702007186816263,,4.072458085380748,4.096418711131139
Schuler_2021_EDL,Skeletal muscle,EDL,14.160077422,14.160077422,14.313788374,14.313788374,Hsp90b1,Hsp90b1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P08113,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1627311587924895,0.0310480322710867,0.1937791910635762,,3.9222052162097074,3.9367593203961633
Schuler_2021_EDL,Skeletal muscle,EDL,13.827074842,13.827074842,13.95415254,13.95415254,Serpinb1a,Serpinb1a,100.0,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3.0,3.0,Q9D154,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1195938183265722,-0.3625824834153616,-0.2429886650887893,,3.8901620988029584,3.902474249344484
Schuler_2021_EDL,Skeletal muscle,EDL,14.579490582,14.579490582,14.764483146,14.764483146,Epdr1,Epdr1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q99M71,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2143142060687125,0.5268214237459589,0.7411356298146714,,3.9615761558326663,3.978605965515894
Schuler_2021_EDL,Skeletal muscle,EDL,14.15481382,14.15481382,14.30264736,14.30264736,Ecm1,Ecm1,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,Q61508,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1554226197379546,0.0248261154029691,0.1802487351409238,,3.921704223313622,3.9357093558282847
Schuler_2021_EDL,Skeletal muscle,EDL,15.129431568,15.129431568,15.102609684,15.102609684,Hdgf,Hdgf,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P51859,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.0251060837413679,1.1768871196822883,1.1517810359409206,,4.01162369094584,4.009222613852181
Schuler_2021_EDL,Skeletal muscle,EDL,14.270701188,14.270701188,14.426304668,14.426304668,Cd47,Cd47,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q61735,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1686146892328493,0.1618124547502064,0.3304271439830557,,3.932694403074847,3.947320604259264
Schuler_2021_EDL,Skeletal muscle,EDL,14.37069814,14.37069814,14.533917346,14.533917346,Hsp90ab1,Hsp90ab1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P11499,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1811044917169466,0.2800152980519995,0.4611197897689461,,3.942110788884285,3.9573497895826417
Schuler_2021_EDL,Skeletal muscle,EDL,14.428431794,14.428431794,14.348973332,14.348973332,Gsto1,Gsto1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,O09131,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.111749841239618,0.3482601987265915,0.2365103574869733,,3.9475195230956106,3.9400702541722223
Schuler_2021_EDL,Skeletal muscle,EDL,13.765048192,13.765048192,13.634654822,13.634654822,Hexb,Hexb,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P20060,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.195107898185497,-0.4359019820985333,-0.6310098802840304,,3.8841141602143563,3.871316813134086
Schuler_2021_EDL,Skeletal muscle,EDL,13.638122782,13.638122782,13.741226396,13.741226396,Hnrnpm,Hnrnpm,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9D0E1,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0843543718775076,-0.5859359986278163,-0.5015816267503087,,3.871658646682312,3.8817846492949886
Schuler_2021_EDL,Skeletal muscle,EDL,12.977074798,12.977074798,13.02705757,13.02705757,Ist1,Ist1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9CX00,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.001582748991374,-1.367337328417533,-1.368920077408907,,3.8049905517381015,3.8101405041036203
Schuler_2021_EDL,Skeletal muscle,EDL,13.80321863,13.80321863,13.917614772,13.917614772,Aga,Aga,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q64191,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1034192816749227,-0.3907820638266763,-0.2873627821517536,,3.8878389867341485,3.8989449715192914
Schuler_2021_EDL,Skeletal muscle,EDL,14.876860362,14.876860362,15.073112362,15.073112362,Pfn1,Pfn1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P62962,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.2376256745780459,0.8783316728586404,1.1159573474366864,,3.988853743640276,4.006577411234509
Schuler_2021_EDL,Skeletal muscle,EDL,14.018161576,14.018161576,13.91173543,13.91173543,Gpt,Gpt,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q8QZR5,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1577974358209066,-0.1367056459288192,-0.2945030817497258,,3.9086363133641258,3.8983762633443235
Schuler_2021_EDL,Skeletal muscle,EDL,14.194477212,14.194477212,14.337227478,14.337227478,Dnajb11,Dnajb11,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q99KV1,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1505345384319834,0.0717108015421403,0.2222453399741237,,3.925475132588638,3.9389658042437787
Schuler_2021_EDL,Skeletal muscle,EDL,13.705384432,13.705384432,13.809758294,13.809758294,Col6a6,Col6a6,100.0,exact_gene,Collagens,Core matrisome,LFQ,3.0,3.0,Q8C6K9,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0880768761336829,-0.5064283924842794,-0.4183515163505964,,3.8782725949158356,3.888476189876505
Schuler_2021_EDL,Skeletal muscle,EDL,12.899447138,12.899447138,12.94029125,12.94029125,Smc3,Smc3,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9CW03,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.0151971665879804,-1.45909822659836,-1.4742953931863405,,3.796955594589504,3.801188798169827
Schuler_2021_EDL,Skeletal muscle,EDL,13.051757218,13.051757218,13.103647288,13.103647288,Nucb1,Nucb1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q02819,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0031539281413572,-1.2790578937737775,-1.2759039656324205,,3.8126786503282,3.817996395374481
Schuler_2021_EDL,Skeletal muscle,EDL,12.96303917,12.96303917,12.780154094,12.780154094,Vwa1,Vwa1,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,Q8R2Z5,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.2848492313570923,-1.383928345482996,-1.6687775768400883,,3.803541085022407,3.7845201156876693
Schuler_2021_EDL,Skeletal muscle,EDL,13.478261618,13.478261618,13.336245322,13.336245322,Tsg101,Tsg101,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q61187,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.2185178336336866,-0.7749021995009626,-0.9934200331346492,,3.855816485592483,3.8415953250213972
Schuler_2021_EDL,Skeletal muscle,EDL,13.970122628,13.970122628,13.866381192,13.866381192,Col5a2,Col5a2,100.0,exact_gene,Collagens,Core matrisome,LFQ,3.0,3.0,Q3U962,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1560937806379471,-0.1934907791679508,-0.3495845598058979,,3.9040141341916996,3.8939816009368835
Schuler_2021_EDL,Skeletal muscle,EDL,14.951107526,14.951107526,14.923876916,14.923876916,Pkm,Pkm,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P52480,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.0313816152914542,0.9660966068527732,0.9347149915613188,,3.9955846923443494,3.993119720125401
Schuler_2021_EDL,Skeletal muscle,EDL,13.462287358,13.462287358,13.540724426,13.540724426,Fbln1,Fbln1,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,Q08879,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0486990346949683,-0.7937848045591861,-0.7450857698642177,,3.8542238421327166,3.8620272417076564
Schuler_2021_EDL,Skeletal muscle,EDL,13.75031839,13.75031839,13.633698206,13.633698206,Cp,Cp,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q61147,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.178858106597492,-0.4533135575800782,-0.6321716641775702,,3.882674190698556,3.8712225061426127
Schuler_2021_EDL,Skeletal muscle,EDL,13.701007624,13.701007624,13.58067573,13.58067573,Itga6,Itga6,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q61739,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1849639452775581,-0.5116020616795768,-0.6965660069571349,,3.8778431373182407,3.8659856766735965
Schuler_2021_EDL,Skeletal muscle,EDL,13.667861152,13.667861152,13.545426194,13.545426194,Fabp5,Fabp5,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q05816,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1885922733074437,-0.5507833282828161,-0.7393756015902598,,3.8745866093636545,3.862493664200252
Schuler_2021_EDL,Skeletal muscle,EDL,13.424333066,13.424333066,13.495898516,13.495898516,Tinagl1,Tinagl1,100.0,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3.0,3.0,Q99JR5,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0391236162701744,-0.8386492243257638,-0.7995256080555894,,3.850432709798457,3.8575728552892232
Schuler_2021_EDL,Skeletal muscle,EDL,13.324883572,13.324883572,13.388564116,13.388564116,B2m,B2m,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P01887,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0263246441379297,-0.9562049369811342,-0.9298802928432044,,3.8404515081605846,3.846850722678859
Schuler_2021_EDL,Skeletal muscle,EDL,14.15895108,14.15895108,14.078096086,14.078096086,Hmgb1,Hmgb1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P63158,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1221792514671543,0.0297166234204415,-0.0924626280467127,,3.9220980249111217,3.9143823656228394
Schuler_2021_EDL,Skeletal muscle,EDL,14.048867294,14.048867294,13.961038676,13.961038676,Fetub,Fetub,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q9QXC1,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1342161339022808,-0.100409507890301,-0.2346256417925818,,3.9115829964353,3.9031384332610646
Schuler_2021_EDL,Skeletal muscle,EDL,14.219534214,14.219534214,14.34454064,14.34454064,Dhrs7c,Dhrs7c,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q8CHS7,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.1297971814954958,0.1013297931391899,0.2311269746346858,,3.9278523014663294,3.9396535522711966
Schuler_2021_EDL,Skeletal muscle,EDL,13.938273314,13.938273314,14.041158748,14.041158748,Stx4a,Stx4a,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,P70452,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0938167094822423,-0.2311387213973467,-0.1373220119151043,,3.9009414943335585,3.910843809216623
Schuler_2021_EDL,Skeletal muscle,EDL,13.74580822,13.74580822,13.640909536,13.640909536,Apoh,Apoh,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q01339,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1647688324317139,-0.4586448692562021,-0.6234137016879161,,3.8822329937895983,3.8719332757168003
Schuler_2021_EDL,Skeletal muscle,EDL,14.200676778,14.200676778,14.131060666,14.131060666,Pdap1,Pdap1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q3UHX2,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.1071776865638421,0.0790390881926879,-0.0281385983711541,,3.9260636529330877,3.9194412168732047
Schuler_2021_EDL,Skeletal muscle,EDL,13.656605954,13.656605954,13.734996082,13.734996082,Dlg1,Dlg1,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q811D0,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,-0.0549395256395728,-0.5640876978552479,-0.5091481722156751,,3.873479150593646,3.881174771740187
Schuler_2021_EDL,Skeletal muscle,EDL,12.635661406,12.635661406,12.633866408,12.633866408,Igf2r,Igf2r,0.0,Unmatched,Non-ECM,Non-ECM,LFQ,3.0,3.0,Q07113,,Mus musculus,Schuler_2021,Skeletal_muscle_EDL,Skeletal_muscle_EDL,0.0755299929792121,-1.7709099660686265,-1.8464399590478384,,3.7693127756329217,3.7691228468058138
