Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,N_Profiles_Young,N_Profiles_Old
P02790,Hemopexin,HPX,Intervertebral_disc_OAF,OAF,Homo sapiens,30.131133333333334,32.97761666666666,0.4844728971261154,1.4719531787965745,0.9874802816704591,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HPX,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P03956,Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase,MMP1,Intervertebral_disc_OAF,OAF,Homo sapiens,,21.9241,,-2.0000525638731044,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MMP1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P03973,Antileukoproteinase,SLPI,Intervertebral_disc_OAF,OAF,Homo sapiens,31.264660000000003,29.9817,0.7884872967167742,0.6575347449390762,-0.13095255177769805,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLPI,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,10.0,8.0
P04004,Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B,VTN,Intervertebral_disc_OAF,OAF,Homo sapiens,29.98189166666667,34.45336666666666,0.4436235789836297,1.8470781694766496,1.4034545904930198,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VTN,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P04080,Cystatin-B,CSTB,Intervertebral_disc_OAF,OAF,Homo sapiens,25.964025,26.83577142857143,-0.737095829382798,-0.2871964828773563,0.4498993465054418,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CSTB,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,8.0,7.0
P04083,Annexin A1,ANXA1,Intervertebral_disc_OAF,OAF,Homo sapiens,33.39658333333333,32.28140833333334,1.3323920727042864,1.289288208726154,-0.043103863978132484,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA1,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P04196,Histidine-rich glycoprotein,HRG,Intervertebral_disc_OAF,OAF,Homo sapiens,27.49665,30.275216666666665,-0.2671607029464551,0.740730177639843,1.007890880586298,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,10.0,12.0
P04271,Protein S100-B,S100B,Intervertebral_disc_OAF,OAF,Homo sapiens,25.61285,25.758577777777777,-0.8485327231888286,-0.6354163676384487,0.2131163555503799,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100B,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,6.0,9.0
P04275,von Willebrand factor;von Willebrand antigen 2,VWF,Intervertebral_disc_OAF,OAF,Homo sapiens,26.11342,27.528733333333335,-0.6901283158400844,-0.07023798983982148,0.619890326000263,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VWF,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,5.0,12.0
P05089,Arginase-1,ARG1,Intervertebral_disc_OAF,OAF,Homo sapiens,25.3291,,-0.9396533421789934,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TINAGL1,ECM Glycoproteins,Core matrisome,Level 3: Synonym,80,1.0,0.0
P05109,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8,Intervertebral_disc_OAF,OAF,Homo sapiens,27.65301666666667,27.855966666666664,-0.22064408551847994,0.030389638404359404,0.25103372392283935,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A8,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,6.0,12.0
P05120,Plasminogen activator inhibitor 2,SERPINB2,Intervertebral_disc_OAF,OAF,Homo sapiens,24.2513,,-1.2949517483448842,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINB2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
P05121,Plasminogen activator inhibitor 1,SERPINE1,Intervertebral_disc_OAF,OAF,Homo sapiens,27.443100000000005,26.8313,-0.28314967757205256,-0.2886139044315375,-0.005464226859484944,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINE1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,11.0
P05154,Plasma serine protease inhibitor,SERPINA5,Intervertebral_disc_OAF,OAF,Homo sapiens,32.142608333333335,30.718008333333337,1.0167030384736437,0.8647707773070477,-0.15193226116659608,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA5,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P05155,Plasma protease C1 inhibitor,SERPING1,Intervertebral_disc_OAF,OAF,Homo sapiens,30.668583333333338,30.58397500000001,0.629974424472673,0.827407302526398,0.197432878053725,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPING1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P05160,Coagulation factor XIII B chain,F13B,Intervertebral_disc_OAF,OAF,Homo sapiens,25.791525,25.771766666666664,-0.7916519959301623,-0.6310686704459336,0.1605833254842287,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F13B,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,4.0,9.0
P05451;P48304,Lithostathine-1-alpha;Lithostathine-1-beta,REG1A;REG1B,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.7007,,-0.9913124235953299,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,REG1A,ECM-affiliated Proteins,Matrisome-associated,Level 2: UniProt ID,95,0.0,1.0
P05452,Tetranectin,CLEC3B,Intervertebral_disc_OAF,OAF,Homo sapiens,30.1619,30.593375,0.4928697698139583,0.8300328360019783,0.33716306618802,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLEC3B,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P05543,Thyroxine-binding globulin,SERPINA7,Intervertebral_disc_OAF,OAF,Homo sapiens,28.0741,25.970150000000004,-0.09662958882928092,-0.5659290665896299,-0.469299477760349,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA7,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,1.0,8.0
P05546,Heparin cofactor 2,SERPIND1,Intervertebral_disc_OAF,OAF,Homo sapiens,24.485471428571422,28.466783333333336,-1.2164840837030637,0.21520576878768333,1.431689852490747,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPIND1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,7.0,12.0
P05997,Collagen alpha-2(V) chain,COL5A2,Intervertebral_disc_OAF,OAF,Homo sapiens,29.652933333333326,28.00899090909091,0.3528842809316553,0.07705522398001378,-0.2758290569516415,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL5A2,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,11.0
P06702,Protein S100-A9,S100A9,Intervertebral_disc_OAF,OAF,Homo sapiens,26.5765,28.75039166666667,-0.5461703563934098,0.29971919945157516,0.845889555844985,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A9,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,11.0,12.0
P06703,Protein S100-A6,S100A6,Intervertebral_disc_OAF,OAF,Homo sapiens,,28.01518888888889,,0.07894014108793493,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A6,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,9.0
P07093,Glia-derived nexin,SERPINE2,Intervertebral_disc_OAF,OAF,Homo sapiens,30.904874999999993,31.027758333333328,0.6931648288110697,0.9505169003582755,0.25735207154720585,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINE2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P07339,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,Intervertebral_disc_OAF,OAF,Homo sapiens,28.185490909090905,29.88490833333333,-0.06412389706010628,0.629926860834007,0.6940507578941132,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSD,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,12.0
P07355;A6NMY6,Annexin A2;Putative annexin A2-like protein,ANXA2;ANXA2P2,Intervertebral_disc_OAF,OAF,Homo sapiens,34.09065833333333,33.465475000000005,1.5022134423654716,1.597736359467151,0.09552291710167937,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA2,ECM-affiliated Proteins,Matrisome-associated,Level 2: UniProt ID,95,12.0,12.0
P07585,Decorin,DCN,Intervertebral_disc_OAF,OAF,Homo sapiens,37.473216666666666,36.4785,2.2844959452265337,2.3371943686038152,0.05269842337728159,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DCN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P07711,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.6623,,-1.004505073319075,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSL,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
P07858,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,Intervertebral_disc_OAF,OAF,Homo sapiens,26.7303875,28.470625,-0.4988659265044141,0.2163559857125803,0.7152219122169944,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSB,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,8.0,12.0
P07942,Laminin subunit beta-1,LAMB1,Intervertebral_disc_OAF,OAF,Homo sapiens,27.813008333333332,27.49541818181818,-0.17331110055189142,-0.08054740712677615,0.09276369342511527,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMB1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,11.0
P07988,Pulmonary surfactant-associated protein B,SFTPB,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.9115,,-1.2664932508271747,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SFTPB,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P07996,Thrombospondin-1,THBS1,Intervertebral_disc_OAF,OAF,Homo sapiens,36.09005833333334,35.231008333333335,1.9732625408946276,2.038513972685906,0.06525143179127846,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,THBS1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P08123,Collagen alpha-2(I) chain,COL1A2,Intervertebral_disc_OAF,OAF,Homo sapiens,37.581408333333336,36.073725,2.3083670187993244,2.241384896353779,-0.06698212244554558,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL1A2,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P08133,Annexin A6,ANXA6,Intervertebral_disc_OAF,OAF,Homo sapiens,30.835108333333334,30.352425000000007,0.6745562687913674,0.7624846947697796,0.08792842597841222,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA6,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P08185,Corticosteroid-binding globulin,SERPINA6,Intervertebral_disc_OAF,OAF,Homo sapiens,25.11828,26.84873333333333,-1.007992074150203,-0.2830889071312393,0.7249031670189638,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA6,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,5.0,12.0
P08246,Neutrophil elastase,ELANE,Intervertebral_disc_OAF,OAF,Homo sapiens,25.1301,,-1.0041459684043847,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ELANE,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
P08253,72 kDa type IV collagenase;PEX,MMP2,Intervertebral_disc_OAF,OAF,Homo sapiens,25.02424,29.137833333333337,-1.0386538737625146,0.4138813260689622,1.4525351998314768,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MMP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,10.0,12.0
P08254,Stromelysin-1,MMP3,Intervertebral_disc_OAF,OAF,Homo sapiens,29.76052727272727,29.067499999999995,0.3826695308870845,0.3932666012779419,0.010597070390857388,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MMP3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,12.0
P08311,Cathepsin G,CTSG,Intervertebral_disc_OAF,OAF,Homo sapiens,27.74095,28.06722222222222,-0.19459669620355494,0.09474855274095544,0.28934524894451036,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,2.0,9.0
P08473,Neprilysin,MME,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.74855,,-0.9749007025131621,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MMP12,ECM Regulators,Matrisome-associated,Level 3: Synonym,80,0.0,4.0
P08476,Inhibin beta A chain,INHBA,Intervertebral_disc_OAF,OAF,Homo sapiens,25.8520625,27.636783333333337,-0.7724660410756066,-0.036884424577341896,0.7355816164982647,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,INHBA,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,8.0,12.0
P08493,Matrix Gla protein,MGP,Intervertebral_disc_OAF,OAF,Homo sapiens,27.6808,25.73,-0.21240554852513463,-0.6448443455001388,-0.4324387969750042,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MGP,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,1.0,2.0
P08519,Apolipoprotein(a),LPA,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.7376,,-0.6423360770629081,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LPA,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,3.0
P08572,Collagen alpha-2(IV) chain;Canstatin,COL4A2,Intervertebral_disc_OAF,OAF,Homo sapiens,27.96492727272727,27.521319999999996,-0.12860904785857832,-0.07253101375521033,0.056078034103367994,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL4A2,Collagens,Core matrisome,Level 1: Gene Symbol,100,11.0,10.0
P08697,Alpha-2-antiplasmin,SERPINF2,Intervertebral_disc_OAF,OAF,Homo sapiens,24.3649,28.12313333333333,-1.2567954628904867,0.11170357460745321,1.36849903749794,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINF2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,9.0,12.0
P08709,Coagulation factor VII;Factor VII light chain;Factor VII heavy chain,F7,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.7363,,-0.9790993339532947,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F7,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P08758,Annexin A5,ANXA5,Intervertebral_disc_OAF,OAF,Homo sapiens,33.091474999999996,32.05961666666667,1.2566532317467567,1.230293131546991,-0.026360100199765757,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA5,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P09038,Fibroblast growth factor 2,FGF2,Intervertebral_disc_OAF,OAF,Homo sapiens,22.9621,,-1.7404160076730806,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGF2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
P09093;P08861,Chymotrypsin-like elastase family member 3A;Chymotrypsin-like elastase family member 3B,CELA3A;CELA3B,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.1492,,-1.5407000639817168,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CELA3A,ECM Regulators,Matrisome-associated,Level 2: UniProt ID,95,0.0,1.0
P09382,Galectin-1,LGALS1,Intervertebral_disc_OAF,OAF,Homo sapiens,28.69302727272727,28.75025,0.08243008240427686,0.29967718515134895,0.2172471027470721,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LGALS1,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,11.0,12.0
P09486,SPARC,SPARC,Intervertebral_disc_OAF,OAF,Homo sapiens,31.28443333333333,28.495425,0.7936952408981643,0.22377764099327738,-0.569917599904887,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPARC,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P09525,Annexin A4,ANXA4,Intervertebral_disc_OAF,OAF,Homo sapiens,32.260749999999994,30.837125,1.0469505794246234,0.8978437714887102,-0.14910680793591324,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA4,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P09668,Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain,CTSH,Intervertebral_disc_OAF,OAF,Homo sapiens,,22.7524,,-1.6868782895973173,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSH,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P10451,Osteopontin,SPP1,Intervertebral_disc_OAF,OAF,Homo sapiens,27.07787,25.853733333333334,-0.3930096403912057,-0.6040964086648034,-0.21108676827359774,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SPP1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,10.0,6.0
P10619,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,CTSA,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.619549999999997,,-0.6813774592057611,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CTSA,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
P10643,Complement component C7,C7,Intervertebral_disc_OAF,OAF,Homo sapiens,26.2673,29.386458333333337,-0.6420205764625821,0.4863697457677958,1.128390322230378,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CXCL10,Secreted Factors,Matrisome-associated,Level 3: Synonym,80,5.0,12.0
P10915,Hyaluronan and proteoglycan link protein 1,HAPLN1,Intervertebral_disc_OAF,OAF,Homo sapiens,36.32904166666667,34.665375000000004,2.027858595548296,1.8996824715427245,-0.12817612400557166,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HAPLN1,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P11047,Laminin subunit gamma-1,LAMC1,Intervertebral_disc_OAF,OAF,Homo sapiens,30.76495,29.013233333333332,0.6558020710108446,0.3773280388652292,-0.27847403214561545,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMC1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P11226,Mannose-binding protein C,MBL2,Intervertebral_disc_OAF,OAF,Homo sapiens,25.8857,24.53446,-0.7618241023503315,-1.0485682998902999,-0.2867441975399684,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MBL2,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,1.0,5.0
P12107,Collagen alpha-1(XI) chain,COL11A1,Intervertebral_disc_OAF,OAF,Homo sapiens,31.643016666666668,29.345991666666674,0.8875902990571239,0.4746118988001533,-0.41297840025697063,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL11A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P12109,Collagen alpha-1(VI) chain,COL6A1,Intervertebral_disc_OAF,OAF,Homo sapiens,38.032808333333335,35.95034166666667,2.407245489076085,2.211972184434114,-0.195273304641971,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL6A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P12110,Collagen alpha-2(VI) chain,COL6A2,Intervertebral_disc_OAF,OAF,Homo sapiens,37.067508333333336,35.11295,2.194379927839091,2.0097170636802497,-0.18466286415884126,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL6A2,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P12111,Collagen alpha-3(VI) chain,COL6A3,Intervertebral_disc_OAF,OAF,Homo sapiens,39.022083333333335,37.25709166666666,2.6200042847295797,2.5186105984634866,-0.10139368626609313,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL6A3,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P12429,Annexin A3,ANXA3,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.2516,,-1.146852252719239,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANXA3,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
P12645,Bone morphogenetic protein 3,BMP3,Intervertebral_disc_OAF,OAF,Homo sapiens,25.80205,25.85395,-0.7883132301917963,-0.6040252206649708,0.18428800952682556,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BMP3,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,2.0,2.0
P13497,Bone morphogenetic protein 1,BMP1,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.200175,,-0.8214866537109217,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BMP1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,8.0
P13611,Versican core protein,VCAN,Intervertebral_disc_OAF,OAF,Homo sapiens,36.69614166666667,34.314108333333344,2.1110459573225264,1.8123534167368356,-0.29869254058569084,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VCAN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Intervertebral_disc_OAF,OAF,Homo sapiens,27.343090909090908,26.972390909090905,-0.31309119155082704,-0.24399816027881524,0.0690930312720118,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,P4HA1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,11.0
P13727,Bone marrow proteoglycan;Eosinophil granule major basic protein,PRG2,Intervertebral_disc_OAF,OAF,Homo sapiens,24.937,25.3694,-1.0671977614954704,-0.7646821636724266,0.3025155978230438,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRG2,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,1.0,6.0
P13942,Collagen alpha-2(XI) chain,COL11A2,Intervertebral_disc_OAF,OAF,Homo sapiens,34.666525,30.117324999999997,1.6405820463910867,0.6960743064073359,-0.9445077399837508,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL11A2,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P14174,Macrophage migration inhibitory factor,MIF,Intervertebral_disc_OAF,OAF,Homo sapiens,27.09785,27.910649999999997,-0.3869628707934644,0.04709397705819254,0.434056847851657,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,S100A9,Secreted Factors,Matrisome-associated,Level 3: Synonym,80,2.0,10.0
P14210,Hepatocyte growth factor;Hepatocyte growth factor alpha chain;Hepatocyte growth factor beta chain,HGF,Intervertebral_disc_OAF,OAF,Homo sapiens,,21.2793,,-2.2517822845157633,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HGF,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P14543,Nidogen-1,NID1,Intervertebral_disc_OAF,OAF,Homo sapiens,28.958874999999995,27.5898,0.1581984787821244,-0.051372050173910805,-0.2095705289560352,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NID1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P14780,Matrix metalloproteinase-9;67 kDa matrix metalloproteinase-9;82 kDa matrix metalloproteinase-9,MMP9,Intervertebral_disc_OAF,OAF,Homo sapiens,23.6419,23.389466666666664,-1.502614810999784,-1.4533505814539454,0.049264229545838534,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MMP9,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,1.0,3.0
P15692,Vascular endothelial growth factor A,VEGFA,Intervertebral_disc_OAF,OAF,Homo sapiens,24.9763,25.760999999999996,-1.0543274054129206,-0.6346177251445037,0.41970968026841693,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VEGFA,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,1.0,4.0
P15924,Desmoplakin,DSP,Intervertebral_disc_OAF,OAF,Homo sapiens,29.9878,28.8653,0.44524450137352045,0.3337320150655613,-0.11151248630795912,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DSPP,ECM Glycoproteins,Core matrisome,Level 3: Synonym,80,2.0,1.0
P16035,Metalloproteinase inhibitor 2,TIMP2,Intervertebral_disc_OAF,OAF,Homo sapiens,27.695285714285713,27.2472,-0.20811329294781733,-0.15774043882950017,0.050372854118317156,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TIMP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,7.0,11.0
P16112,Aggrecan core protein;Aggrecan core protein 2,ACAN,Intervertebral_disc_OAF,OAF,Homo sapiens,39.28863333333334,37.776633333333336,2.6764308150470035,2.63762435890472,-0.03880645614228362,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACAN,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P17931,Galectin-3,LGALS3,Intervertebral_disc_OAF,OAF,Homo sapiens,27.423866666666665,27.355941666666663,-0.28889972037887707,-0.12383986175292977,0.1650598586259473,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LGALS3,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,9.0,12.0
P17936,Insulin-like growth factor-binding protein 3,IGFBP3,Intervertebral_disc_OAF,OAF,Homo sapiens,27.110366666666664,27.054555555555556,-0.38317700291732737,-0.21811963897730333,0.16505736394002404,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP3,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,9.0
P18065,Insulin-like growth factor-binding protein 2,IGFBP2,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.10075,,-0.8550324311501103,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGFBP2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,0.0,2.0
P18827,Syndecan-1,SDC1,Intervertebral_disc_OAF,OAF,Homo sapiens,22.2438,,-1.9991298536621418,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SDC1,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
P19823,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,Intervertebral_disc_OAF,OAF,Homo sapiens,27.790990909090908,31.999225,-0.1798092614710977,1.2141607943678865,1.3939700558389843,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ITIH2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,12.0
