Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
O35639,Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III),Anxa3,Anxa3,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.088781272690696,16.149862015389303,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q06770,Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin),Serpina6,Serpina6,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,18.840028290771308,18.743856933644295,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
A6H6E2,Multimerin-2,Mmrn2,Mmrn2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.579348926746793,16.53567148204841,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9Z2L7,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related factor 4),Crlf3,Crlf3,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.31555721416823,14.37580585381297,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9D1H9,Microfibril-associated glycoprotein 4,Mfap4,Mfap4,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.09604401518076,16.021700237120044,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P37889,Fibulin-2 (FIBL-2),Fbln2,Fbln2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.075325322893127,15.127949574817473,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q60994,"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipocyte-specific protein AdipoQ)",Adipoq,Adipoq,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.61872381849804,17.67140208495136,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9Z0F8,Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b),Adam17,Adam17,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.127686781789144,14.174905265630656,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P16045,Galectin-1 (Gal-1) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (S-Lac lectin 1),Lgals1,Lgals1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.095376905453108,17.133516987416094,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P10493,Nidogen-1 (NID-1) (Entactin),Nid1,Nid1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.778390495530722,16.82464568924008,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9QUR8,Semaphorin-7A (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108),Sema7a,Sema7a,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.81972258448101,13.762079832639191,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q00896,Alpha-1-antitrypsin 1-3 (Alpha-1 protease inhibitor 3) (Alpha-1 protease inhibitor 6) (Alpha-1-antitrypsin 1-6) (Serine protease inhibitor 1-3) (Serine protease inhibitor 1-6) (Serine protease inhibitor A1c) (Serpin A1c),Serpina1c,Serpina1c,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.74902718326487,17.872696875068527,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8CIZ8,von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)],Vwf,Vwf,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.305677284141401,15.406348894079999,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q61398,Procollagen C-endopeptidase enhancer 1 (P14) (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer),Pcolce,Pcolce,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.649075968038645,13.703428725191355,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P50543,Protein S100-A11 (Calgizzarin) (Endothelial monocyte-activating polypeptide) (EMAP) (Protein S100-C) (S100 calcium-binding protein A11),S100a11,S100a11,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.129929467697373,16.022056909552624,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P12804,Fibroleukin (Cytotoxic T-lymphocyte-specific protein) (Fibrinogen-like protein 2) (Prothrombinase),Fgl2,Fgl2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.150878832570571,15.091819798034427,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P02469,Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta),Lamb1,Lamb1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.428721845599753,17.391355832470047,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q91XD7,Cysteine-rich with EGF-like domain protein 1,Creld1,Creld1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.700641503202602,15.666377983121999,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
E9PV24,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain],Fga,Fga,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.94720587869801,16.81917731053839,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8BH61,Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain),F13a1,F13a1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.072749948398677,17.132179237717526,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8VCC9,Spondin-1 (F-spondin),Spon1,Spon1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.473340784372613,16.426644296933585,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O08746,Matrilin-2,Matn2,Matn2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.058091867928102,14.008539656348496,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P11276,Fibronectin (FN) [Cleaved into: Anastellin],Fn1,Fn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.61737208216872,15.548498512714081,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q62426,Cystatin-B (Stefin-B),Cstb,Cstb,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.732228119776668,13.69384767495773,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P97298,Pigment epithelium-derived factor (PEDF) (Caspin) (Serpin F1) (Stromal cell-derived factor 3) (SDF-3),Serpinf1,Serpinf1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.44524891735247,16.39156723480993,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q62059,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Large fibroblast proteoglycan) (PG-M),Vcan,Vcan,Proteoglycans,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,18.11021470522786,18.146248771834138,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P02468,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),Lamc1,Lamc1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.457835044290483,16.482272791314514,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P14106,Complement C1q subcomponent subunit B,C1qb,C1qb,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.850368070445196,16.881987599804607,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q00898,Alpha-1-antitrypsin 1-5 (Alpha-1 protease inhibitor 5) (Serine protease inhibitor 1-5) (Serine protease inhibitor A1e) (Serpin A1e),Serpina1e,Serpina1e,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.224421716887065,17.304559202418737,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8VHY0,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Proteoglycan AN2),Cspg4,Cspg4,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.289647048598606,16.310686736921394,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8BJD1,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),Itih5,Itih5,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.847067335747786,14.824295393974415,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O09118,Netrin-1,Ntn1,Ntn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.538811663921019,15.56892605284638,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P24668,Cation-dependent mannose-6-phosphate receptor (CD Man-6-P receptor) (CD-MPR) (46 kDa mannose 6-phosphate receptor) (MPR 46),M6pr,Igf2,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.36937301794285,17.38936716955555,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,3.0,80.0
P97352,Protein S100-A13 (S100 calcium-binding protein A13),S100a13,S100a13,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.646683151356815,17.661137743428785,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P08207,Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11),S100a10,S100a10,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.471315908171977,17.48819835630982,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P22599,Alpha-1-antitrypsin 1-2 (AAT) (Alpha-1 protease inhibitor 2) (Alpha-1-antiproteinase) (Serine protease inhibitor 1-2) (Serine protease inhibitor A1b) (Serpin A1b),Serpina1b,Serpina1b,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,19.20240122584504,19.243970295275556,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8VED9,Galectin-related protein (Galectin-related protein A) (Lectin galactoside-binding-like protein A),Lgalsl,Lgalsl,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.962421794142882,15.938595309317519,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9CYA0,Cysteine-rich with EGF-like domain protein 2,Creld2,Creld2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.765917183875995,14.751838445355403,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8VCM7,Fibrinogen gamma chain,Fgg,Fgg,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.68734787030892,16.750489696597278,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q61581,Insulin-like growth factor-binding protein 7 (IBP-7) (IGF-binding protein 7) (IGFBP-7) (MAC25 protein),Igfbp7,Igfbp7,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.654626840119526,15.641907904833275,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (mPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase),Ngly1,Ngly1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.811015681645564,15.831965555923837,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q07076,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),Anxa7,Anxa7,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.43739115257604,16.453189741030357,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P70206,Plexin-A1 (Plex 1) (Plexin-1),Plxna1,Plxna1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.140727685085716,15.148879715967682,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9CYT6,Adenylyl cyclase-associated protein 2 (CAP 2),Cap2,Serpinb8,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.313565620618874,17.323734197077727,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,3.0,80.0
Q9DC11,Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein),Plxdc2,Plxdc2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.173147584331147,14.182315941774853,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P97927,Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha),Lama4,Lama4,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.33614365582273,16.32509819273747,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
E9Q557,Desmoplakin (DP),Dsp,Dspp,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.08399349076661,17.09272626423079,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,3.0,80.0
Q99K41,EMILIN-1 (Elastin microfibril interface-located protein 1) (Elastin microfibril interfacer 1),Emilin1,Emilin1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.492028216413107,15.483761184121693,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9D154,Leukocyte elastase inhibitor A (Serine protease inhibitor EIA) (Serpin B1a),Serpinb1a,Serpinb1a,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.23896397055828,16.22787554530612,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q99KC8,von Willebrand factor A domain-containing protein 5A (Loss of heterozygosity 11 chromosomal region 2 gene A protein homolog),Vwa5a,Vwa5a,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.212279050395132,16.207000730966065,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q80T21,ADAMTS-like protein 4 (ADAMTSL-4) (Thrombospondin repeat-containing protein 1),Adamtsl4,Adamtsl4,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,12.819739512564022,12.818917611853179,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9R013,Cathepsin F (EC 3.4.22.41),Ctsf,Ctsf,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.427591785286069,17.77144091519073,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q61555,Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide],Fbn2,Fbn2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.768024416150038,15.53685396698376,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8C6K9,Collagen alpha-6(VI) chain,Col6a6,Col6a6,Collagens,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.6229189087212,17.6767323004938,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P35441,Thrombospondin-1 (Glycoprotein G),Thbs1,Thbs1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.428984640497646,17.016492051791154,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P18242,Cathepsin D (EC 3.4.23.5),Ctsd,Ctsd,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.98179485698355,18.346714341278652,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P10605,Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],Ctsb,Ctsb,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.287255651481905,16.517047295116694,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8K4G1,Latent-transforming growth factor beta-binding protein 4 (LTBP-4),Ltbp4,Ltbp4,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.95294869092674,15.96050965334586,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q60675,Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain),Lama2,Lama2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.199627625447313,17.94141472449129,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P10493,Nidogen-1 (NID-1) (Entactin),Nid1,Nid1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.371428283882757,18.078306432658245,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P02468,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),Lamc1,Lamc1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.82811120943103,17.53943276202157,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q02788,Collagen alpha-2(VI) chain,Col6a2,Col6a2,Collagens,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.913084051878712,17.680597358217085,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P40224,Stromal cell-derived factor 1 (SDF-1) (12-O-tetradecanoylphorbol 13-acetate repressed protein 1) (TPAR1) (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor) (PBSF) (Thymic lymphoma cell-stimulating factor) (TLSF),Cxcl12,Cxcl12,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.51295138929314,17.41941426578266,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q8CD91,SPARC-related modular calcium-binding protein 2 (Secreted modular calcium-binding protein 2) (SMOC-2),Smoc2,Smoc2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.157672612011734,16.51398227928647,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
P49935,Pro-cathepsin H (Cathepsin B3) (Cathepsin BA) [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],Ctsh,Ctsh,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.3225912263593,17.1939747435613,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q9ESB3,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG),Hrg,Hrg,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,15.727347984946704,16.954704636707895,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q91WP6,Serine protease inhibitor A3N (Serpin A3N),Serpina3n,Serpina3n,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.52553440319356,17.50439136844784,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q3UQ28,Peroxidasin homolog (EC 1.11.1.7),Pxdn,Pxdn,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,17.462027789515997,16.911990763153806,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
Q04857,Collagen alpha-1(VI) chain,Col6a1,Col6a1,Collagens,Core matrisome,Santinha_2024_Mouse_DT,Heart,Decellularized_Tissue,Heart_Decellularized_Tissue,Decellularized_Tissue,Mus musculus,16.358960687000287,17.15944461915051,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_DT,1.0,100.0
